1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
49	-0.120940	-0.120940	-0.234358	2.088296	1.448933	0.716104	1.330223	0.036969	2.8	1.6	11.5
50	-0.130558	-0.130558	-0.238699	3.084068	1.389026	1.050301	1.558995	0.046293	2.7	1.9	11.1
51	-0.131611	-0.131611	-0.232669	2.443964	1.426951	0.515997	1.136010	0.024082	13.4	8.3	27.3
52	-0.123217	-0.123217	-0.225313	3.365132	1.373003	0.475413	1.548306	0.023396	2.9	2.0	12.3
53	-0.143731	-0.143731	-0.260318	2.725028	1.410046	0.610629	1.505104	0.025135	2.3	1.4	10.7
54	-0.144603	-0.144603	-0.242651	2.084924	1.449144	0.615418	1.504534	0.037148	3.1	1.3	11.2
55	-0.119911	-0.119911	-0.250880	1.444821	1.490472	0.382095	1.630168	0.020829	12.0	11.1	28.2
56	-0.145110	-0.145110	-0.262999	0.804717	1.534227	0.296381	0.989925	0.015316	2.8	1.3	11.3
57	-0.133085	-0.133085	-0.253090	1.261739	1.502730	0.250985	1.737064	0.017120	2.6	1.5	10.8
58	-0.127371	-0.127371	-0.256544	2.261610	1.438137	0.401977	1.234281	0.026461	5.6	1.4	13.9
59	-0.135889	-0.135889	-0.252832	3.261033	1.378894	0.833627	1.603961	0.032486	10.9	12.2	28.5
60	-0.133734	-0.133734	-0.250812	4.261033	1.324308	0.423375	1.707097	0.019709	3.2	4.3	12.7
61	-0.137467	-0.137467	-0.249397	3.621818	1.358689	0.435027	1.632595	0.029530	3.6	1.9	12.5
62	-0.129556	-0.129556	-0.239904	4.393279	1.317411	0.602550	1.757299	0.031491	9.2	3.4	17.7
63	-0.134139	-0.134139	-0.258126	5.391892	1.267563	0.671635	1.337786	0.036159	2.5	1.6	9.5
64	-0.135637	-0.135637	-0.258371	4.751788	1.299070	0.615549	1.533295	0.026244	3.1	1.5	9.8
65	-0.119598	-0.119598	-0.211684	4.779097	1.297694	0.462825	1.565371	0.021059	19.3	3.2	28.8
66	-0.141889	-0.141889	-0.242280	5.779097	1.249235	0.724504	1.041433	0.032144	3.9	2.7	11.8
67	-0.128772	-0.128772	-0.243191	6.778811	1.204277	0.379056	1.955741	0.016744	2.8	1.9	10.0
68	-0.128912	-0.128912	-0.253155	7.778794	1.162432	0.334894	1.444141	0.023667	2.9	1.5	10.9
69	-0.151379	-0.151379	-0.280922	7.138933	1.188865	0.501092	1.455536	0.027719	16.8	5.5	30.0
70	-0.136665	-0.136665	-0.275862	6.498842	1.216538	0.433302	1.499988	0.021140	2.5	1.3	9.1
71	-0.143056	-0.143056	-0.286761	5.858739	1.245531	0.468793	1.457217	0.031526	3.5	1.5	11.8
72	-0.139610	-0.139610	-0.264300	5.218635	1.275939	0.484708	1.588740	0.023524	6.5	4.1	15.6
73	-0.140764	-0.140764	-0.266161	4.578531	1.307870	0.283117	1.654035	0.015379	2.8	1.4	9.4
74	-0.139466	-0.139466	-0.228169	3.938693	1.341425	0.435380	1.325051	0.023091	2.7	1.7	11.3
75	-0.143786	-0.143786	-0.261704	3.298903	1.376745	0.604229	1.287279	0.033929	9.3	7.9	26.8
76	-0.140984	-0.140984	-0.244164	2.659052	1.413978	0.667060	1.619306	0.030872	2.2	1.7	10.4
77	-0.133138	-0.133138	-0.236470	2.018948	1.453298	0.495130	0.996779	0.024494	5.7	2.2	13.6
78	-0.138859	-0.138859	-0.268124	1.381365	1.494698	0.744009	1.423738	0.031618	9.1	1.4	16.3
79	-0.160396	-0.160396	-0.280469	2.046109	1.451585	0.878260	1.200723	0.039856	2.4	1.6	9.3
80	-0.146607	-0.146607	-0.250459	3.046094	1.391219	0.349281	1.075594	0.018480	3.2	1.5	10.0
81	-0.142766	-0.142766	-0.283572	2.405990	1.429266	0.687908	1.604323	0.028392	19.1	2.0	32.9
82	-0.132967	-0.132967	-0.250424	1.765896	1.469452	0.532069	1.574890	0.023507	7.8	1.6	17.6
83	-0.135824	-0.135824	-0.257876	1.134759	1.511351	0.529414	1.479190	0.024450	5.5	1.8	12.5
84	-0.144112	-0.144112	-0.264728	2.131630	1.446218	0.760436	1.605410	0.035593	22.0	8.0	38.6
85	-0.128706	-0.128706	-0.254065	3.131630	1.386288	0.491201	1.546095	0.026647	6.3	1.6	16.3
86	-0.142180	-0.142180	-0.268427	2.491526	1.424062	0.601702	1.208128	0.028013	3.7	2.1	17.5
87	-0.147628	-0.147628	-0.279171	3.491526	1.365917	0.365874	1.791416	0.019257	6.2	1.9	15.3
88	-0.138655	-0.138655	-0.241386	3.260529	1.378922	0.379933	1.190120	0.017859	3.7	2.0	12.8
89	-0.142254	-0.142254	-0.252559	3.118207	1.387059	0.435144	1.345769	0.016396	6.3	3.1	18.3
90	-0.146172	-0.146172	-0.243663	4.019991	1.337066	0.765268	1.653290	0.031098	17.1	1.8	24.7
91	-0.155680	-0.155680	-0.282568	5.018545	1.285752	0.371251	1.636508	0.025309	3.8	1.9	13.2
92	-0.147603	-0.147603	-0.279509	6.018500	1.238166	0.476497	1.578243	0.023772	2.8	1.5	8.9
93	-0.137526	-0.137526	-0.223572	6.888029	1.199561	0.515806	1.671120	0.025134	11.6	13.1	30.1
94	-0.140624	-0.140624	-0.263865	6.247925	1.227741	0.461876	1.673744	0.019928	2.6	1.7	11.5
95	-0.137363	-0.137363	-0.240923	5.607870	1.257274	0.649527	1.725585	0.030253	4.3	1.7	10.9
96	-0.149128	-0.149128	-0.270399	4.967789	1.288265	0.604051	1.584166	0.026572	4.6	1.7	11.8
97	-0.143491	-0.143491	-0.281096	4.327781	1.320818	0.800894	1.354980	0.033763	5.1	12.6	28.5
98	-0.150673	-0.150673	-0.281981	3.689143	1.354984	0.789471	1.562887	0.030521	6.0	1.5	13.3
99	-0.158308	-0.158308	-0.272503	4.689143	1.302238	1.133357	1.502686	0.044860	4.4	1.5	11.3
100	-0.157173	-0.157173	-0.281101	4.049039	1.335516	0.535133	1.358317	0.028407	3.3	1.7	10.6
101	-0.136680	-0.136680	-0.242188	5.048784	1.284259	0.256073	1.284117	0.016731	6.6	7.0	22.6
102	-0.146671	-0.146671	-0.248932	4.408681	1.316613	0.655323	1.715120	0.026657	4.1	1.5	14.1
103	-0.151119	-0.151119	-0.278417	5.118070	1.280852	0.699725	1.366048	0.030825	3.1	1.4	9.4
104	-0.144851	-0.144851	-0.281337	6.071985	1.235720	0.578479	1.500056	0.025650	2.8	1.2	9.1
105	-0.146640	-0.146640	-0.252238	6.133100	1.232936	0.604924	1.760146	0.033325	8.0	3.2	16.4
106	-0.146094	-0.146094	-0.284569	5.495334	1.262614	0.525493	1.354997	0.019819	8.7	6.0	22.1
107	-0.134904	-0.134904	-0.216415	4.891433	1.292064	0.359960	1.967577	0.019798	3.2	3.1	13.6
108	-0.170200	-0.170200	-0.274098	4.539763	1.309855	0.514574	1.632284	0.024773	9.2	12.0	29.8
109	-0.145151	-0.145151	-0.279501	3.899659	1.343528	0.300125	1.914802	0.017941	2.7	2.3	12.6
110	-0.151261	-0.151261	-0.272988	3.324558	1.375293	0.598617	1.875839	0.031417	2.9	1.5	11.3
111	-0.145409	-0.145409	-0.235643	3.559301	1.362147	0.480130	2.065488	0.020939	6.3	5.2	16.9
112	-0.153698	-0.153698	-0.271939	4.559301	1.308854	0.569717	1.707383	0.026993	3.0	1.6	10.3
113	-0.153830	-0.153830	-0.275714	4.017265	1.337212	0.539999	1.665020	0.024379	2.8	1.7	9.6
114	-0.154438	-0.154438	-0.283836	3.876606	1.344773	0.423109	1.635938	0.018765	12.7	10.9	30.8
115	-0.164458	-0.164458	-0.313680	3.236520	1.380288	0.367867	1.812561	0.018671	3.0	1.5	10.6
116	-0.150251	-0.150251	-0.289686	3.744033	1.351978	0.598851	1.201458	0.028228	3.3	4.2	14.1
117	-0.158421	-0.158421	-0.304957	3.103929	1.387881	0.573144	1.912063	0.025097	3.4	4.4	17.3
118	-0.153657	-0.153657	-0.264867	2.463825	1.425743	0.265251	1.846163	0.019982	11.2	3.2	20.1
119	-0.151431	-0.151431	-0.291514	1.823836	1.465721	0.486740	1.697357	0.029184	2.7	1.7	10.2
120	-0.146575	-0.146575	-0.253420	2.798894	1.405670	0.426896	1.325404	0.023620	2.7	1.4	9.7
121	-0.163725	-0.163725	-0.273870	3.064755	1.390140	0.327442	1.716056	0.014064	3.1	1.9	10.6
122	-0.145340	-0.145340	-0.250253	2.968719	1.395710	0.645592	1.676331	0.031382	2.4	1.6	9.8
123	-0.155264	-0.155264	-0.256701	2.342144	1.433175	0.306735	1.451586	0.018330	18.2	7.4	31.2
124	-0.146591	-0.146591	-0.243703	3.341257	1.374349	0.490578	1.739075	0.023341	3.3	2.0	13.4
125	-0.136405	-0.136405	-0.236766	2.701154	1.411467	0.596074	1.610190	0.027405	4.0	2.0	15.4
126	-0.146618	-0.146618	-0.233084	2.061067	1.450643	0.675352	1.852930	0.032714	8.5	1.9	16.6
127	-0.137333	-0.137333	-0.223482	1.420963	1.492058	1.005745	2.109097	0.043016	2.8	1.7	11.5
128	-0.159544	-0.159544	-0.257575	0.780860	1.535908	0.395181	1.775240	0.019319	3.2	1.5	13.3
129	-0.170878	-0.170878	-0.298424	1.780829	1.468489	0.552555	1.381756	0.025424	7.8	1.6	22.9
130	-0.162028	-0.162028	-0.254487	2.768555	1.407464	0.554097	1.368532	0.024701	16.7	2.3	24.5
131	-0.169008	-0.169008	-0.283806	3.768555	1.350639	0.575609	1.594850	0.024970	3.9	1.8	11.0
132	-0.138120	-0.138120	-0.255007	3.128464	1.386470	0.519267	1.930857	0.021983	3.7	1.4	10.6
133	-0.159798	-0.159798	-0.267935	2.660980	1.413863	0.522678	1.979318	0.023769	13.7	10.2	29.2
134	-0.155067	-0.155067	-0.268083	3.660823	1.356540	0.383116	1.506910	0.021710	2.8	1.9	12.5
135	-0.150425	-0.150425	-0.262780	3.030184	1.392140	0.520996	1.933514	0.024086	3.0	1.9	10.4
136	-0.157095	-0.157095	-0.270320	4.011445	1.337523	0.691694	1.745611	0.027572	6.2	1.6	14.1
137	-0.161177	-0.161177	-0.275598	3.371346	1.372652	0.411816	1.708760	0.019488	3.1	1.5	11.5
138	-0.157435	-0.157435	-0.271318	2.732318	1.409613	0.558712	1.596299	0.025806	20.0	1.9	30.1
139	-0.158108	-0.158108	-0.259787	3.732274	1.352621	0.554396	1.669363	0.022434	3.6	1.8	10.9
140	-0.157285	-0.157285	-0.279967	4.732274	1.300056	0.471512	1.677447	0.022216	2.6	9.6	17.7
141	-0.160250	-0.160250	-0.267555	5.712870	1.252332	0.462884	2.324342	0.026649	3.5	1.5	10.3
142	-0.138615	-0.138615	-0.258591	6.712837	1.207144	0.470390	1.816770	0.019891	5.4	1.7	12.7
143	-0.161687	-0.161687	-0.240040	6.072734	1.235686	0.314634	2.156778	0.015638	14.4	4.9	26.4
144	-0.167365	-0.167365	-0.288173	5.442209	1.265151	0.473577	1.395191	0.022839	2.7	1.6	10.6
145	-0.167409	-0.167409	-0.255451	4.802406	1.296522	0.319673	1.415312	0.018655	2.8	1.7	9.7
146	-0.182609	-0.182609	-0.299388	4.162347	1.329502	0.495976	1.865093	0.020863	2.7	1.6	18.6
147	-0.156547	-0.156547	-0.260324	5.020107	1.285674	0.455680	1.853995	0.022686	2.9	1.4	9.4
148	-0.153142	-0.153142	-0.273105	6.020106	1.238092	0.563813	1.740012	0.026373	5.8	1.8	14.9
149	-0.163285	-0.163285	-0.319123	5.380055	1.268132	0.465617	1.873344	0.021587	19.9	2.0	29.4
150	-0.147796	-0.147796	-0.255877	4.739951	1.299668	0.438074	1.911989	0.018883	3.5	1.7	10.9
151	-0.161158	-0.161158	-0.250005	5.739122	1.251103	0.531322	1.489501	0.027366	2.9	1.9	10.0
152	-0.172169	-0.172169	-0.305934	5.099019	1.281787	0.456196	2.007720	0.022342	13.4	1.6	20.5
153	-0.160316	-0.160316	-0.284709	4.460158	1.313950	0.593469	1.690774	0.029705	3.2	2.0	11.0
154	-0.151133	-0.151133	-0.277507	3.915115	1.342694	0.490709	1.800006	0.023282	6.8	10.4	24.1
155	-0.161153	-0.161153	-0.278445	3.275012	1.378100	0.638251	1.806175	0.038091	4.6	1.5	13.9
156	-0.168003	-0.168003	-0.257426	2.634908	1.415423	0.637125	1.869309	0.029111	2.7	1.6	10.1
157	-0.168419	-0.168419	-0.289004	3.634908	1.357967	0.525621	1.301536	0.022564	3.3	1.8	11.0
158	-0.145777	-0.145777	-0.251361	2.994804	1.394193	0.837217	1.618956	0.039573	2.8	1.7	15.4
159	-0.164084	-0.164084	-0.263567	2.354700	1.432405	0.626131	1.559506	0.029562	16.9	1.5	26.5
160	-0.165487	-0.165487	-0.276036	3.354700	1.373591	0.522756	1.679788	0.019980	2.9	1.7	11.8
161	-0.159908	-0.159908	-0.263621	2.714664	1.410662	0.462572	1.747982	0.023097	2.7	8.6	18.9
162	-0.169233	-0.169233	-0.298474	3.023039	1.392554	0.957955	1.633897	0.039606	2.5	1.4	11.4
163	-0.165758	-0.165758	-0.290161	4.023039	1.336903	0.513471	1.208199	0.022579	2.5	1.4	8.9
164	-0.148579	-0.148579	-0.243822	5.023039	1.285530	0.369015	1.732864	0.016455	3.4	1.8	12.0
165	-0.158500	-0.158500	-0.273543	4.382936	1.317948	0.540688	1.999448	0.034444	18.8	2.3	27.8
166	-0.152052	-0.152052	-0.253731	5.382173	1.268030	0.577826	1.883280	0.023031	2.7	1.8	13.0
167	-0.164863	-0.164863	-0.301498	4.742094	1.299560	0.545743	1.803188	0.023431	4.0	1.8	10.7
168	-0.158900	-0.158900	-0.260946	4.181546	1.328488	0.891715	1.810483	0.040269	2.9	5.4	17.3
169	-0.163013	-0.163013	-0.278650	3.541457	1.363138	0.658280	1.195708	0.028127	8.2	3.6	17.2
170	-0.165219	-0.165219	-0.292197	2.901385	1.399642	0.561524	1.796052	0.024974	2.5	1.6	9.2
171	-0.157273	-0.157273	-0.289024	3.901385	1.343435	0.639653	2.051221	0.027270	4.3	1.8	14.0
172	-0.157422	-0.157422	-0.311639	3.272015	1.378270	0.829362	1.532521	0.035383	19.7	2.0	28.1
173	-0.150450	-0.150450	-0.291364	2.631911	1.415602	0.830760	1.526984	0.033927	5.6	1.9	12.9
174	-0.152791	-0.152791	-0.284106	3.590302	1.360430	0.563172	2.084053	0.027210	2.7	8.7	16.8
175	-0.168121	-0.168121	-0.272256	2.950204	1.396789	0.665260	1.841725	0.027945	2.9	1.9	9.6
176	-0.171509	-0.171509	-0.283633	3.950204	1.340806	0.402343	1.647107	0.018252	3.0	1.4	9.6
177	-0.170239	-0.170239	-0.302478	4.937373	1.289775	0.478333	1.653936	0.023715	17.5	2.1	24.9
178	-0.167770	-0.167770	-0.253523	4.392586	1.317447	0.464892	1.733501	0.018067	15.5	1.5	26.9
179	-0.163666	-0.163666	-0.295627	5.373410	1.268451	0.560254	1.643587	0.031877	2.8	1.5	10.0
180	-0.144439	-0.144439	-0.273199	4.733306	1.300003	0.311957	1.396894	0.013676	10.9	1.8	20.1
181	-0.153194	-0.153194	-0.278207	4.304981	1.322008	0.611500	1.946287	0.029098	2.6	1.5	9.2
182	-0.155231	-0.155231	-0.251173	5.304961	1.271752	0.352540	1.667010	0.015065	6.5	1.6	13.0
183	-0.160500	-0.160500	-0.272428	5.263241	1.273772	0.402394	1.676870	0.018403	20.5	1.5	29.9
184	-0.172673	-0.172673	-0.278765	6.231991	1.228459	0.540448	1.648576	0.022836	4.5	1.4	13.9
185	-0.165728	-0.165728	-0.265801	7.223600	1.185298	0.543394	1.818471	0.022881	2.9	1.7	10.0
186	-0.173009	-0.173009	-0.307456	8.223595	1.144739	0.450333	1.782259	0.022197	6.4	8.0	23.2
187	-0.143343	-0.143343	-0.261978	7.583493	1.170374	0.594567	1.856219	0.025921	2.6	1.5	9.7
188	-0.156306	-0.156306	-0.264678	6.943946	1.197160	0.685767	1.762302	0.030988	2.5	1.6	11.2
189	-0.173797	-0.173797	-0.298395	6.303858	1.225226	0.492984	1.304122	0.028495	6.7	1.7	13.2
190	-0.161554	-0.161554	-0.279702	7.303854	1.181938	0.403474	1.558626	0.018560	5.1	1.5	14.8
191	-0.164944	-0.164944	-0.261990	6.664152	1.209268	0.562504	1.637461	0.032573	2.9	1.8	11.9
192	-0.160434	-0.160434	-0.271753	7.664150	1.167081	0.359972	2.125758	0.019007	3.3	1.9	13.9
193	-0.161536	-0.161536	-0.248361	8.642580	1.128559	0.650637	1.421464	0.029359	2.9	2.3	13.2
194	-0.174203	-0.174203	-0.304047	8.002476	1.153467	0.509835	1.075291	0.024212	13.0	1.8	20.2
195	-0.155963	-0.155963	-0.288883	9.002402	1.115024	0.575443	1.431881	0.026152	13.1	5.4	23.2
196	-0.157007	-0.157007	-0.302786	8.363397	1.139289	0.556195	1.956534	0.026472	2.8	1.6	11.6
197	-0.161861	-0.161861	-0.254283	7.881150	1.158312	0.594108	1.748379	0.022947	2.9	2.0	9.8
198	-0.166831	-0.166831	-0.289487	7.242721	1.184496	0.494033	1.926165	0.024045	2.5	1.7	9.1
199	-0.172502	-0.172502	-0.242304	8.085725	1.150165	0.406195	1.846118	0.021650	2.8	1.9	9.3
200	-0.159938	-0.159938	-0.306567	7.904621	1.157372	0.405730	1.731539	0.023795	2.6	1.5	11.4
201	-0.167106	-0.167106	-0.253746	8.904613	1.118670	0.405230	1.872118	0.021935	11.4	1.4	17.7
202	-0.163997	-0.163997	-0.273637	9.878800	1.083377	0.591717	2.114555	0.027254	2.5	1.7	9.4
203	-0.165604	-0.165604	-0.287055	9.238697	1.106310	0.855078	1.469727	0.039151	10.8	1.5	19.4
204	-0.173145	-0.173145	-0.280381	8.598717	1.130231	0.370349	1.635980	0.018445	2.9	1.5	9.4
205	-0.160929	-0.160929	-0.285603	7.959058	1.155196	0.327468	1.532239	0.018854	10.5	1.4	17.0
206	-0.160134	-0.160134	-0.262033	8.939218	1.117377	0.516347	1.674223	0.020531	2.5	1.4	9.1
207	-0.150340	-0.150340	-0.259620	8.349183	1.139840	0.323793	1.443648	0.019983	2.3	1.5	8.5
208	-0.155764	-0.155764	-0.280606	7.715302	1.165002	0.418618	1.416414	0.018225	3.7	4.2	12.8
209	-0.162002	-0.162002	-0.257485	7.097409	1.190622	0.357808	1.461625	0.022128	2.5	1.5	8.0
210	-0.152497	-0.152497	-0.271523	8.097401	1.149704	0.449994	1.541520	0.021576	4.8	8.9	18.5
211	-0.163981	-0.163981	-0.242665	7.457297	1.175564	0.253172	1.863087	0.015627	2.6	1.6	9.4
212	-0.157364	-0.157364	-0.275139	8.002409	1.153469	0.703552	1.996516	0.032178	5.7	1.5	12.0
213	-0.164310	-0.164310	-0.307817	8.979010	1.115894	0.276174	1.791510	0.013815	3.9	1.5	9.5
214	-0.162025	-0.162025	-0.282145	8.338918	1.140239	0.473308	1.670129	0.019947	2.4	8.8	16.2
215	-0.142459	-0.142459	-0.244265	7.700851	1.165589	0.375442	1.994726	0.016891	2.7	1.3	9.3
216	-0.166377	-0.166377	-0.273562	8.572659	1.131227	0.516982	1.377379	0.020730	3.2	1.9	8.7
217	-0.159462	-0.159462	-0.289851	7.935838	1.156123	0.587215	1.491894	0.024640	2.3	1.4	9.1
218	-0.148999	-0.148999	-0.248696	7.295737	1.182277	0.431102	1.525891	0.018674	8.8	1.5	16.1
219	-0.170788	-0.170788	-0.285523	7.986979	1.154083	0.320507	1.729844	0.017913	2.4	1.5	9.1
220	-0.156433	-0.156433	-0.284640	7.346949	1.180141	0.271685	1.901731	0.010916	2.5	1.5	9.1
221	-0.159080	-0.159080	-0.260985	7.691937	1.165951	0.553282	2.007502	0.028229	8.6	1.5	17.0
222	-0.148578	-0.148578	-0.247607	8.691163	1.126712	0.488538	1.830935	0.022399	2.5	1.3	6.9
223	-0.176379	-0.176379	-0.323753	8.051059	1.151538	0.706439	1.345387	0.038348	2.4	1.4	6.9
224	-0.145398	-0.145398	-0.258300	9.051059	1.113218	0.408382	1.863826	0.024367	3.8	8.9	17.6
225	-0.146822	-0.146822	-0.278405	8.516806	1.133367	0.542379	1.408312	0.027206	2.6	1.5	9.5
226	-0.162264	-0.162264	-0.280995	9.516806	1.096228	0.355893	1.560328	0.016373	2.7	10.2	19.8
227	-0.172794	-0.172794	-0.294391	9.787636	1.086585	0.808425	1.483161	0.033470	5.7	1.4	12.5
228	-0.173361	-0.173361	-0.301859	9.147533	1.109656	0.516086	1.893196	0.029573	2.8	1.7	9.6
229	-0.158153	-0.158153	-0.271911	10.147533	1.074030	0.382947	1.777458	0.017339	21.1	1.6	27.9
230	-0.151897	-0.151897	-0.269725	11.143547	1.040750	0.660794	1.588383	0.029446	2.8	1.4	11.7
231	-0.167502	-0.167502	-0.276224	12.143463	1.009351	0.629081	1.647502	0.030620	2.6	1.8	9.3
232	-0.168926	-0.168926	-0.319435	13.143463	0.979789	0.553910	1.466784	0.024651	8.8	1.6	17.4
233	-0.163688	-0.163688	-0.257077	12.503359	0.998508	0.325342	1.715495	0.012928	2.9	1.5	9.4
234	-0.157595	-0.157595	-0.278822	13.450066	0.971069	0.539462	2.128454	0.035873	2.6	1.4	10.9
235	-0.157091	-0.157091	-0.260581	14.071315	0.953867	0.511196	1.864205	0.018509	5.9	1.4	14.9
236	-0.164428	-0.164428	-0.289727	13.432131	0.971575	0.564541	1.637908	0.025642	2.5	1.5	9.1
237	-0.158950	-0.158950	-0.274905	12.792028	0.989979	0.458342	1.688377	0.020428	2.6	1.4	8.9
238	-0.163236	-0.163236	-0.274202	13.771235	0.962099	0.363230	1.600517	0.015763	10.9	11.1	27.0
239	-0.160106	-0.160106	-0.276946	13.132308	0.980109	0.372414	1.940719	0.015836	2.7	1.5	8.9
240	-0.178027	-0.178027	-0.293753	14.131981	0.952220	0.346223	1.442248	0.016877	2.7	1.2	8.8
241	-0.149201	-0.149201	-0.294077	15.068359	0.927500	0.658354	2.088590	0.026354	2.7	1.7	11.3
