1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
269	-0.227268	-0.227268	-0.411094	18.896888	0.101123	2.486088	1.668785	0.164725	3.0	1.5	10.0
270	-0.213578	-0.213578	-0.383160	19.896888	0.098650	2.372667	2.389344	0.090201	7.8	1.8	14.4
271	-0.210653	-0.210653	-0.382138	18.991772	0.100883	3.097914	2.455738	0.210229	3.0	1.5	9.8
272	-0.215787	-0.215787	-0.368152	19.784293	0.098923	2.169524	2.284827	0.093165	2.7	1.7	8.3
273	-0.212744	-0.212744	-0.394273	20.784293	0.096555	2.722462	1.592412	0.140847	7.1	1.6	15.4
274	-0.223099	-0.223099	-0.390933	21.784289	0.094299	2.607345	1.501307	0.101433	2.8	1.7	10.5
275	-0.225531	-0.225531	-0.391646	20.883432	0.096327	2.652373	0.740942	0.132683	7.7	3.9	17.9
276	-0.231838	-0.231838	-0.385508	19.999198	0.098404	3.202722	2.540027	0.129541	3.0	1.6	10.2
277	-0.223853	-0.223853	-0.377538	20.975002	0.096117	3.449158	1.409523	0.131196	8.1	2.0	15.3
278	-0.233231	-0.233231	-0.396425	20.069921	0.098235	3.271695	1.832622	0.138156	2.9	1.7	10.0
279	-0.230218	-0.230218	-0.390667	19.164820	0.100449	3.422453	2.054133	0.155498	2.7	1.7	9.2
280	-0.235042	-0.235042	-0.406646	20.164820	0.098008	2.323537	2.095913	0.125744	7.4	2.5	15.0
281	-0.221611	-0.221611	-0.396846	21.164762	0.095684	3.359573	1.442063	0.142903	3.1	1.7	9.1
282	-0.224058	-0.224058	-0.400065	22.164762	0.093467	2.735456	2.122133	0.140084	2.9	1.7	9.4
283	-0.235297	-0.235297	-0.380350	23.164761	0.091351	1.629485	1.432671	0.129493	7.7	2.0	15.5
284	-0.219814	-0.219814	-0.383031	22.259641	0.093262	2.453190	1.467996	0.153521	2.8	1.8	10.4
285	-0.221182	-0.221182	-0.412462	23.259641	0.091155	2.244181	2.201205	0.101511	3.7	9.0	19.8
286	-0.224328	-0.224328	-0.400917	22.355392	0.093056	2.427870	3.165078	0.130393	3.1	1.7	10.5
287	-0.223485	-0.223485	-0.382852	23.313633	0.091044	3.751740	2.834118	0.193110	8.3	1.5	15.5
288	-0.223867	-0.223867	-0.389170	22.408513	0.092943	2.804736	2.860307	0.140381	4.0	2.1	11.7
289	-0.227707	-0.227707	-0.383257	21.503392	0.094922	2.519895	1.834953	0.140198	3.3	10.6	20.1
290	-0.217643	-0.217643	-0.389200	22.503392	0.092740	2.198245	1.887155	0.146939	6.9	1.6	14.1
291	-0.226259	-0.226259	-0.407480	21.598272	0.094710	2.514232	3.194599	0.135297	3.0	1.5	12.4
292	-0.229653	-0.229653	-0.404814	20.693561	0.096765	1.650987	1.077842	0.095073	2.9	1.5	7.6
293	-0.223362	-0.223362	-0.388372	21.514512	0.094897	2.760464	2.083527	0.113393	3.1	2.6	15.9
294	-0.223277	-0.223277	-0.390647	22.514280	0.092717	1.973220	0.977572	0.108787	3.0	1.6	10.5
295	-0.235210	-0.235210	-0.404262	23.514280	0.090634	2.439454	2.841527	0.128528	3.2	1.5	12.1
296	-0.223870	-0.223870	-0.392393	24.514274	0.088642	3.701738	2.565853	0.195206	8.6	1.8	16.4
297	-0.217340	-0.217340	-0.384211	23.609154	0.090441	1.389971	1.676243	0.104130	3.4	3.0	11.7
298	-0.230388	-0.230388	-0.386973	22.704034	0.092314	2.603028	2.535848	0.112556	2.9	1.8	8.2
299	-0.225538	-0.225538	-0.381136	23.703867	0.090249	2.839809	1.746180	0.110391	11.9	10.4	29.7
300	-0.223066	-0.223066	-0.388617	24.703859	0.088275	2.708966	1.909963	0.123329	3.1	1.6	12.4
301	-0.226517	-0.226517	-0.417788	23.798791	0.090058	2.462007	2.097364	0.099653	3.6	1.7	10.6
302	-0.225111	-0.225111	-0.365361	22.893670	0.091915	2.918381	2.636978	0.156937	3.1	7.6	16.3
303	-0.203880	-0.203880	-0.374494	22.024543	0.093772	2.858972	2.199200	0.123635	3.0	1.4	11.1
304	-0.215591	-0.215591	-0.375405	21.823979	0.094211	2.700558	2.308949	0.143341	3.1	1.9	9.5
305	-0.214045	-0.214045	-0.355507	22.823891	0.092062	3.216767	2.373454	0.133814	7.7	1.6	15.2
306	-0.207426	-0.207426	-0.375652	21.918770	0.094003	2.885931	2.598143	0.117339	3.0	1.4	10.6
307	-0.231369	-0.231369	-0.398241	21.020970	0.096012	2.375436	2.714985	0.132810	9.5	2.2	17.5
308	-0.234680	-0.234680	-0.420990	22.020970	0.093780	2.272351	1.913122	0.123969	2.9	1.7	10.7
309	-0.213767	-0.213767	-0.380607	23.020372	0.091651	2.284154	1.911918	0.138672	6.2	1.4	13.2
310	-0.222530	-0.222530	-0.371350	24.020372	0.089615	2.560918	2.271101	0.114369	3.1	1.5	10.2
311	-0.201743	-0.201743	-0.364008	23.192670	0.091293	4.503565	2.686721	0.178079	7.1	1.8	14.2
312	-0.213746	-0.213746	-0.375368	24.192670	0.089273	3.186221	2.201497	0.162113	3.1	1.7	10.3
313	-0.210339	-0.210339	-0.374641	25.105542	0.087506	3.083588	3.082419	0.140172	7.3	1.5	14.4
314	-0.222849	-0.222849	-0.403572	24.200422	0.089258	2.107716	1.952501	0.099294	3.2	2.3	11.1
315	-0.232474	-0.232474	-0.399375	23.295302	0.091082	2.602227	3.452238	0.116144	3.1	2.3	13.4
316	-0.212288	-0.212288	-0.380067	22.390413	0.092981	3.730418	3.413852	0.161054	8.8	1.7	16.9
317	-0.236201	-0.236201	-0.394718	21.485298	0.094962	2.615199	2.668032	0.121815	9.0	1.9	17.4
318	-0.235060	-0.235060	-0.394845	20.580178	0.097029	3.641033	2.458292	0.165479	3.5	2.0	9.5
319	-0.220301	-0.220301	-0.385009	21.580178	0.094751	4.370774	3.147489	0.170333	8.7	2.0	16.0
320	-0.218262	-0.218262	-0.382513	20.675057	0.096808	2.023626	1.439604	0.087233	2.6	1.4	9.5
321	-0.236405	-0.236405	-0.395511	19.771148	0.098955	3.247384	2.339095	0.147407	8.0	1.8	15.1
322	-0.235496	-0.235496	-0.397124	19.917185	0.098602	2.733801	1.621991	0.114795	2.8	1.7	10.1
323	-0.213237	-0.213237	-0.378314	20.917185	0.096249	4.744357	2.217559	0.200025	2.8	1.7	9.8
324	-0.218044	-0.218044	-0.379835	21.917185	0.094007	2.719452	1.083050	0.127469	6.9	1.6	13.2
325	-0.233312	-0.233312	-0.397605	22.917184	0.091866	2.759841	2.371831	0.122438	2.8	1.7	9.9
326	-0.238667	-0.238667	-0.414823	23.283746	0.091106	2.339250	1.585335	0.136740	3.1	1.6	10.4
327	-0.227524	-0.227524	-0.382991	22.378626	0.093007	2.232714	2.630314	0.115655	7.1	1.5	14.6
328	-0.216847	-0.216847	-0.380653	22.351174	0.093065	1.922154	2.414361	0.087700	2.9	1.6	10.7
329	-0.216272	-0.216272	-0.387522	22.607694	0.092518	2.435306	2.935747	0.131840	3.0	1.6	12.0
330	-0.220609	-0.220609	-0.401507	21.702574	0.094479	2.620565	2.230246	0.139978	4.8	1.5	13.3
331	-0.234142	-0.234142	-0.392698	22.702574	0.092317	2.957441	1.626785	0.119344	3.2	2.2	8.8
332	-0.221370	-0.221370	-0.397612	21.797454	0.094270	3.098830	2.463647	0.130011	2.6	2.0	9.9
333	-0.236030	-0.236030	-0.406590	22.797079	0.092118	2.538325	2.239858	0.113890	10.2	1.7	19.5
334	-0.220687	-0.220687	-0.400615	21.892012	0.094062	2.328935	1.304804	0.105360	7.3	2.0	15.2
335	-0.217098	-0.217098	-0.392273	20.987467	0.096088	2.266123	2.827486	0.088890	2.9	1.7	10.5
336	-0.230056	-0.230056	-0.403517	20.591726	0.097002	3.057693	1.251045	0.127174	6.9	1.5	14.0
337	-0.216450	-0.216450	-0.381194	21.591673	0.094725	3.172963	1.965395	0.161455	2.8	1.6	8.1
338	-0.228624	-0.228624	-0.394727	20.686560	0.096782	2.011936	2.237145	0.102535	3.1	1.9	8.9
339	-0.228495	-0.228495	-0.383486	21.180946	0.095647	3.805369	2.443288	0.150742	7.1	1.8	14.8
340	-0.201840	-0.201840	-0.390931	22.180944	0.093432	2.367213	2.513995	0.102813	3.0	1.6	10.5
341	-0.236864	-0.236864	-0.411325	23.062163	0.091564	1.835979	2.871654	0.106728	3.2	7.3	18.1
342	-0.211569	-0.211569	-0.389701	22.157729	0.093483	2.104709	2.700772	0.097085	3.4	1.7	10.1
343	-0.230792	-0.230792	-0.400577	23.157521	0.091366	3.411596	2.021037	0.160741	8.6	1.5	16.1
344	-0.219265	-0.219265	-0.370153	22.252412	0.093278	2.487298	2.344139	0.098165	3.3	1.7	10.4
345	-0.235886	-0.235886	-0.398532	23.252406	0.091170	1.824466	3.126989	0.100761	3.3	1.9	10.7
346	-0.224887	-0.224887	-0.377947	22.354230	0.093059	2.395824	1.705286	0.100284	8.0	1.5	15.1
347	-0.225468	-0.225468	-0.385233	22.613158	0.092506	3.258167	1.749596	0.169471	2.7	1.9	10.2
348	-0.215038	-0.215038	-0.396733	22.055663	0.093704	2.391889	1.556918	0.120205	3.0	8.6	17.0
349	-0.221813	-0.221813	-0.409413	21.162589	0.095689	2.683153	3.282324	0.116127	3.2	2.2	11.3
350	-0.220422	-0.220422	-0.375680	22.062330	0.093690	1.660529	1.473995	0.063989	6.9	1.9	14.3
351	-0.224246	-0.224246	-0.391763	23.061038	0.091566	2.425975	2.687489	0.120082	3.0	1.7	10.2
352	-0.221861	-0.221861	-0.388342	22.164806	0.093467	3.161847	3.793115	0.156263	7.8	1.8	15.2
353	-0.231019	-0.231019	-0.396945	21.260248	0.095468	4.052806	1.599167	0.186378	3.1	1.7	13.0
354	-0.214339	-0.214339	-0.378764	22.157579	0.093483	2.969717	1.779795	0.128388	9.5	1.8	16.9
355	-0.225968	-0.225968	-0.395040	23.157579	0.091366	2.472256	1.284014	0.113672	3.0	1.5	12.5
356	-0.212685	-0.212685	-0.380471	24.157573	0.089343	2.729024	2.185979	0.117330	9.5	1.9	16.7
357	-0.224758	-0.224758	-0.405635	25.156566	0.087409	2.748200	3.040680	0.129548	2.9	1.7	10.5
358	-0.230504	-0.230504	-0.393989	26.156243	0.085556	2.985551	1.968670	0.131629	8.0	1.5	15.4
359	-0.211206	-0.211206	-0.385085	27.156243	0.083779	2.699432	2.018218	0.137888	3.0	1.5	12.2
360	-0.220926	-0.220926	-0.386624	28.156243	0.082075	1.192758	2.898464	0.053848	6.0	1.7	11.9
361	-0.232556	-0.232556	-0.419021	27.262018	0.083596	3.932872	2.841670	0.151314	2.6	1.4	10.1
362	-0.232412	-0.232412	-0.387964	28.217347	0.081973	2.953975	2.375442	0.119845	2.7	1.7	10.0
363	-0.227842	-0.227842	-0.399979	27.317506	0.083500	3.076563	2.335596	0.138662	6.9	1.5	13.6
364	-0.230508	-0.230508	-0.388741	26.412386	0.085094	3.886948	2.088810	0.163301	2.5	1.8	10.7
365	-0.236713	-0.236713	-0.418511	25.507306	0.086750	2.348687	2.465396	0.125223	3.1	1.7	10.7
366	-0.234173	-0.234173	-0.413849	24.603520	0.088469	2.321839	2.084492	0.177008	7.2	1.8	14.0
367	-0.233527	-0.233527	-0.400366	23.698400	0.090260	2.003030	1.803283	0.121939	2.8	1.9	10.0
368	-0.216766	-0.216766	-0.361628	22.794536	0.092123	2.673198	2.438537	0.109964	4.0	1.7	11.0
369	-0.217433	-0.217433	-0.383965	23.794282	0.090067	2.953569	2.023974	0.145342	7.3	1.5	16.2
370	-0.221026	-0.221026	-0.379672	24.767306	0.088152	2.910847	1.817463	0.130875	2.7	1.5	9.8
371	-0.227221	-0.227221	-0.392470	25.767306	0.086267	2.212592	2.774777	0.120747	3.5	7.6	16.6
372	-0.228570	-0.228570	-0.392558	26.639144	0.084689	1.756478	2.047606	0.091832	2.6	1.7	10.2
373	-0.221202	-0.221202	-0.381713	27.637153	0.082951	3.431788	1.950960	0.149229	8.0	1.7	14.1
374	-0.225220	-0.225220	-0.379069	26.764677	0.084466	3.548950	1.760321	0.171458	2.6	1.8	11.0
375	-0.216095	-0.216095	-0.396784	27.764667	0.082734	2.508695	2.274990	0.113013	2.9	2.1	10.6
376	-0.222925	-0.222925	-0.379131	28.764667	0.081072	3.217967	1.908647	0.147720	7.0	1.7	12.8
377	-0.213767	-0.213767	-0.397898	29.764667	0.079474	2.961867	1.875870	0.139237	2.9	1.5	10.0
378	-0.218400	-0.218400	-0.386462	30.567453	0.078237	1.552057	2.525923	0.142153	2.7	1.5	18.4
379	-0.217600	-0.217600	-0.394705	29.662406	0.079635	2.600956	2.037030	0.155322	2.9	1.7	10.9
380	-0.223408	-0.223408	-0.393843	28.757286	0.081084	2.149647	2.538798	0.097216	2.9	1.8	10.4
381	-0.222118	-0.222118	-0.403937	27.852444	0.082585	2.744019	1.714963	0.136470	12.7	2.2	21.3
382	-0.218788	-0.218788	-0.375882	28.852444	0.080929	3.245760	1.760917	0.167591	2.8	1.6	10.4
383	-0.202296	-0.202296	-0.370926	27.947324	0.082425	1.890382	2.305061	0.093937	3.1	2.1	10.8
384	-0.225890	-0.225890	-0.386409	27.042207	0.083978	2.498276	1.632102	0.109981	3.5	1.6	10.6
385	-0.236935	-0.236935	-0.408173	26.807339	0.084391	3.109625	2.299601	0.158776	11.4	1.8	23.7
386	-0.219440	-0.219440	-0.380961	25.902218	0.086019	2.194604	1.368440	0.116528	6.7	1.6	15.9
387	-0.233758	-0.233758	-0.396300	26.902218	0.084224	2.046634	1.741330	0.080321	3.6	1.6	10.7
388	-0.218190	-0.218190	-0.383506	26.891417	0.084243	3.178143	1.569045	0.163049	8.0	2.0	20.6
389	-0.228167	-0.228167	-0.395331	27.436680	0.083294	1.489808	2.696550	0.100437	8.0	1.8	15.5
390	-0.225638	-0.225638	-0.361735	27.130778	0.083824	2.924571	0.872950	0.148197	2.7	1.5	9.9
391	-0.237716	-0.237716	-0.413457	28.130439	0.082118	2.451969	3.295971	0.109885	2.9	6.3	17.9
392	-0.222010	-0.222010	-0.363578	27.225319	0.083659	4.156902	2.155488	0.169607	10.8	1.9	18.6
393	-0.215000	-0.215000	-0.383146	28.225313	0.081960	1.782156	2.726382	0.090895	2.7	2.1	10.5
394	-0.215906	-0.215906	-0.384982	29.225224	0.080328	3.445479	2.198895	0.138014	4.3	2.1	18.1
395	-0.225416	-0.225416	-0.390728	30.225224	0.078760	3.577137	1.853271	0.153002	3.0	1.5	9.7
396	-0.234155	-0.234155	-0.392645	31.225224	0.077252	3.174282	2.488046	0.135440	2.9	1.7	10.2
397	-0.216291	-0.216291	-0.408298	30.320104	0.078614	3.135158	1.182373	0.126645	4.0	6.1	16.0
398	-0.228535	-0.228535	-0.380799	31.316913	0.077116	2.504064	3.264354	0.103163	3.4	1.8	10.9
399	-0.235031	-0.235031	-0.388508	30.411801	0.078474	2.140671	2.823266	0.109219	8.5	1.4	15.9
400	-0.218050	-0.218050	-0.373795	29.507419	0.079879	3.936986	1.242331	0.182735	2.8	1.8	12.6
401	-0.227309	-0.227309	-0.398008	30.506140	0.078330	2.349820	1.301021	0.119462	8.4	2.4	16.2
402	-0.219321	-0.219321	-0.391846	29.601020	0.079732	3.505047	3.385460	0.169095	3.6	1.6	10.6
403	-0.224848	-0.224848	-0.397253	30.601017	0.078186	3.596831	3.122059	0.174210	7.9	1.6	14.7
404	-0.217280	-0.217280	-0.394910	29.695896	0.079582	1.968408	1.505239	0.093381	3.0	1.7	10.5
405	-0.209731	-0.209731	-0.374095	29.649824	0.079655	1.554548	1.956155	0.144594	3.0	1.8	12.6
406	-0.230168	-0.230168	-0.392392	30.649824	0.078112	1.554802	1.755950	0.083632	6.1	1.6	13.4
407	-0.228288	-0.228288	-0.393641	29.746455	0.079503	3.308758	2.003109	0.144236	2.8	1.5	10.4
408	-0.216916	-0.216916	-0.370239	28.851288	0.080931	2.460714	2.778255	0.089866	3.1	1.7	16.7
409	-0.238269	-0.238269	-0.399199	27.946168	0.082427	2.341208	2.251983	0.112751	3.0	1.8	10.4
410	-0.215879	-0.215879	-0.366522	28.879408	0.080885	3.439828	3.081201	0.161942	3.1	1.7	9.9
411	-0.227349	-0.227349	-0.392722	29.230557	0.080320	2.510127	1.701149	0.135442	8.2	1.8	15.3
412	-0.222706	-0.222706	-0.400186	30.230557	0.078752	2.978014	1.655903	0.127964	3.1	1.6	10.3
413	-0.222136	-0.222136	-0.399401	31.085984	0.077458	2.361707	2.962006	0.116939	9.0	1.6	16.4
414	-0.215784	-0.215784	-0.376748	32.080840	0.076007	2.569082	3.829872	0.131167	3.0	1.5	9.7
415	-0.221660	-0.221660	-0.398345	33.080840	0.074601	3.417359	2.776854	0.165594	2.7	1.9	14.7
416	-0.230405	-0.230405	-0.399860	32.175754	0.075871	3.006230	2.454204	0.144531	3.0	1.6	11.9
417	-0.215121	-0.215121	-0.391134	31.270841	0.077184	1.853026	2.624922	0.076434	3.1	1.6	10.3
418	-0.220205	-0.220205	-0.372768	32.270619	0.075736	2.351787	1.744507	0.108922	8.9	2.3	17.1
419	-0.226956	-0.226956	-0.381660	31.365654	0.077045	2.034950	2.085965	0.100492	3.0	1.6	10.1
420	-0.230272	-0.230272	-0.391243	30.703223	0.078032	4.176300	2.934405	0.196542	7.6	1.7	15.0
421	-0.228727	-0.228727	-0.390188	31.699335	0.076557	2.894417	2.751968	0.128352	3.0	1.7	10.2
422	-0.221848	-0.221848	-0.368133	30.798946	0.077888	2.539906	2.038707	0.116994	3.1	8.1	18.6
423	-0.230482	-0.230482	-0.387599	31.797812	0.076414	2.543111	1.246785	0.103702	3.3	1.5	9.7
424	-0.222135	-0.222135	-0.374163	32.794437	0.074998	1.884208	1.320922	0.122946	8.1	1.5	15.6
425	-0.223521	-0.223521	-0.400913	31.889396	0.076282	3.771992	3.017640	0.145444	2.9	1.7	10.2
426	-0.213423	-0.213423	-0.380307	31.084663	0.077460	2.475100	3.225770	0.110699	2.8	1.7	8.8
427	-0.218901	-0.218901	-0.376171	30.182678	0.078825	3.489445	3.230226	0.161281	7.4	1.5	14.7
428	-0.239909	-0.239909	-0.392170	30.178410	0.078832	1.811197	2.090132	0.102996	3.0	1.6	10.0
429	-0.225437	-0.225437	-0.416400	31.178410	0.077321	2.627388	2.838213	0.120936	6.2	1.8	14.1
430	-0.220590	-0.220590	-0.396493	30.273445	0.078686	2.643485	3.173416	0.112771	2.6	1.5	10.0
431	-0.240267	-0.240267	-0.402709	29.449215	0.079971	3.419802	1.363795	0.145326	2.6	5.6	13.6
432	-0.228461	-0.228461	-0.409613	28.575382	0.081381	2.283619	1.830280	0.091269	3.6	1.6	10.5
433	-0.223019	-0.223019	-0.395124	29.555433	0.079803	3.088558	3.263321	0.145022	3.0	1.6	8.0
434	-0.212227	-0.212227	-0.369168	28.650349	0.081258	1.857362	2.976922	0.091032	3.4	2.2	17.3
435	-0.210456	-0.210456	-0.378078	27.789667	0.082692	3.874028	3.946457	0.177707	3.3	1.6	12.9
436	-0.221137	-0.221137	-0.376776	26.884547	0.084255	4.452050	1.660598	0.204816	3.4	1.7	10.3
437	-0.217009	-0.217009	-0.376026	27.884547	0.082531	2.691200	1.906353	0.118051	8.5	1.7	16.6
438	-0.216585	-0.216585	-0.374019	26.979426	0.084088	2.091823	1.340454	0.106290	2.9	1.8	10.4
439	-0.220748	-0.220748	-0.407984	27.979421	0.082371	2.022775	2.266229	0.101058	2.8	1.7	10.1
440	-0.238947	-0.238947	-0.400214	27.074301	0.083922	2.244942	1.363364	0.109593	7.7	1.6	15.2
441	-0.219686	-0.219686	-0.380842	26.485425	0.084963	2.304921	1.750589	0.104363	2.8	1.6	8.0
442	-0.221284	-0.221284	-0.384533	27.080708	0.083911	2.898525	1.902876	0.115940	2.6	1.9	8.6
443	-0.234805	-0.234805	-0.403015	27.196987	0.083708	1.768893	1.314024	0.081413	7.5	1.6	14.8
444	-0.203238	-0.203238	-0.364489	26.312042	0.085274	2.830296	2.288724	0.136496	3.0	1.9	11.4
445	-0.229030	-0.229030	-0.385249	27.291115	0.083545	3.145616	2.062447	0.156588	3.2	7.7	16.4
446	-0.221635	-0.221635	-0.381543	26.386305	0.085141	2.885799	3.239084	0.137689	3.0	1.8	10.5
447	-0.227865	-0.227865	-0.385257	27.386300	0.083381	3.208538	1.214923	0.146281	3.3	1.5	14.3
448	-0.232234	-0.232234	-0.389620	26.481180	0.084970	2.766021	1.708642	0.107118	5.9	9.4	21.6
449	-0.211867	-0.211867	-0.356670	27.380175	0.083392	1.561667	1.546694	0.073428	3.3	2.4	12.1
450	-0.222053	-0.222053	-0.410743	27.912655	0.082484	3.145239	2.061915	0.150852	3.0	1.8	17.3
451	-0.220559	-0.220559	-0.408044	27.007538	0.084039	2.974230	2.236430	0.126769	5.0	11.1	22.9
452	-0.213885	-0.213885	-0.388219	28.007538	0.082324	2.824549	2.607835	0.168289	2.9	1.5	9.9
453	-0.216198	-0.216198	-0.385012	29.007076	0.080679	2.111938	3.310146	0.099404	2.8	1.5	10.6
454	-0.226331	-0.226331	-0.400738	28.122634	0.082131	2.287431	2.051696	0.099679	3.2	6.8	15.3
455	-0.228141	-0.228141	-0.398356	29.121091	0.080495	3.440808	2.266724	0.146097	3.2	1.5	11.6
456	-0.206175	-0.206175	-0.380455	30.121091	0.078920	4.074905	3.344007	0.153726	7.8	1.8	15.5
457	-0.234631	-0.234631	-0.412602	29.215971	0.080343	1.741246	1.956726	0.093535	3.3	1.7	11.0
458	-0.219500	-0.219500	-0.388572	28.310922	0.081818	1.704065	2.392111	0.100937	3.1	1.6	19.8
459	-0.217728	-0.217728	-0.394932	29.310919	0.080191	3.109362	1.792952	0.132837	2.8	1.7	10.9
460	-0.215137	-0.215137	-0.363650	29.031816	0.080639	2.263661	3.357392	0.101140	3.3	1.9	11.2
461	-0.245625	-0.245625	-0.405172	30.031789	0.079058	3.117794	2.734674	0.127275	9.6	1.8	17.4
462	-0.199803	-0.199803	-0.354636	29.163242	0.080427	1.904232	1.634990	0.088884	3.1	1.8	11.0
463	-0.226760	-0.226760	-0.386035	28.661255	0.081240	1.974112	1.412755	0.088293	11.5	2.1	19.1
464	-0.223231	-0.223231	-0.362363	29.657036	0.079643	2.467144	2.504254	0.112238	6.3	8.4	21.1
465	-0.226894	-0.226894	-0.398585	28.751916	0.081092	2.244081	2.025605	0.117134	2.8	2.1	10.9
466	-0.226245	-0.226245	-0.393798	29.751914	0.079494	3.016289	2.132202	0.190527	2.8	1.8	12.2
467	-0.224016	-0.224016	-0.386071	30.751914	0.077958	3.096143	1.100424	0.130704	9.4	11.3	28.6
468	-0.212012	-0.212012	-0.371069	31.751913	0.076481	1.787961	2.158535	0.082970	3.5	2.6	13.6
469	-0.225944	-0.225944	-0.389665	32.751889	0.075058	2.654913	2.182203	0.113828	3.3	2.1	11.3
470	-0.224383	-0.224383	-0.388032	31.846769	0.076343	2.845864	1.998361	0.108426	23.1	2.5	33.6
471	-0.226987	-0.226987	-0.391449	32.846768	0.074926	1.840372	2.180261	0.086074	3.8	2.3	11.8
472	-0.235794	-0.235794	-0.417026	33.846676	0.073560	3.585388	1.491417	0.138738	3.3	1.8	10.9
473	-0.232379	-0.232379	-0.390880	34.723050	0.072403	2.464384	1.689817	0.137877	10.2	2.2	18.6
474	-0.220222	-0.220222	-0.361736	35.723050	0.071126	2.374255	2.050094	0.136957	3.1	1.8	13.6
475	-0.229027	-0.229027	-0.397619	36.723050	0.069894	3.735429	1.767614	0.155779	4.6	2.6	15.4
476	-0.217568	-0.217568	-0.374166	37.723050	0.068704	2.389447	2.887273	0.096340	22.6	2.5	31.6
477	-0.207540	-0.207540	-0.376226	38.694120	0.067586	1.101673	1.903593	0.113366	3.1	1.6	13.8
478	-0.208419	-0.208419	-0.369350	39.677380	0.066491	2.830498	3.412431	0.147210	3.9	2.1	13.4
479	-0.221202	-0.221202	-0.398832	40.677380	0.065413	2.990149	1.772846	0.135012	11.8	3.0	21.3
480	-0.211283	-0.211283	-0.377680	39.803222	0.066353	2.718519	2.593463	0.116262	3.8	2.1	12.4
481	-0.239753	-0.239753	-0.405523	40.799251	0.065284	1.746207	2.362003	0.145866	13.6	12.0	32.0
482	-0.228181	-0.228181	-0.393495	41.799251	0.064244	2.796285	2.165112	0.147169	3.6	1.7	11.5
483	-0.234310	-0.234310	-0.416507	40.894628	0.065183	1.714629	1.844756	0.102656	3.4	1.8	11.3
484	-0.214174	-0.214174	-0.385640	39.989512	0.066151	4.272162	1.716115	0.167559	3.3	1.7	11.3
485	-0.218233	-0.218233	-0.371520	39.084466	0.067147	2.490665	1.981930	0.161197	23.6	2.3	32.4
486	-0.237092	-0.237092	-0.387083	38.179346	0.068174	2.874986	2.071471	0.170359	3.4	1.7	13.0
487	-0.226047	-0.226047	-0.365137	39.179346	0.067041	3.442242	3.065437	0.144743	11.6	2.3	19.6
488	-0.217394	-0.217394	-0.385995	38.274226	0.068065	3.791030	2.361655	0.141439	2.9	1.5	10.1
489	-0.235539	-0.235539	-0.409346	39.122645	0.067104	1.964511	1.019498	0.124949	3.0	1.7	10.6
490	-0.217265	-0.217265	-0.385988	40.119755	0.066010	4.262999	1.093557	0.194630	18.0	1.9	25.5
491	-0.225231	-0.225231	-0.376217	41.119754	0.064947	2.958346	2.356113	0.127143	3.1	1.4	12.3
492	-0.227238	-0.227238	-0.397720	40.214643	0.065907	3.165202	2.578907	0.182410	2.7	1.4	9.7
493	-0.215979	-0.215979	-0.370629	41.214643	0.064848	2.068511	2.328124	0.079886	7.0	1.8	14.9
494	-0.233709	-0.233709	-0.406746	42.206204	0.063831	4.454284	2.186154	0.186188	3.3	1.4	10.9
495	-0.224583	-0.224583	-0.395469	41.301088	0.064758	3.263663	2.631598	0.145234	3.1	8.2	18.9
496	-0.211682	-0.211682	-0.375135	40.395968	0.065713	1.581855	2.039401	0.070908	3.2	1.8	10.4
497	-0.231190	-0.231190	-0.393484	39.875155	0.066275	2.962439	2.100414	0.158838	6.8	1.5	13.9
498	-0.232099	-0.232099	-0.389239	38.970570	0.067275	2.170684	2.081473	0.116084	2.4	1.6	9.8
499	-0.228380	-0.228380	-0.396946	38.223044	0.068124	2.659969	2.366360	0.133904	3.0	1.7	10.4
500	-0.221792	-0.221792	-0.379912	37.317924	0.069181	2.299359	2.554725	0.104302	7.5	2.0	15.3
501	-0.228104	-0.228104	-0.380517	38.317486	0.068015	2.469345	1.683792	0.130092	3.6	2.1	10.2
502	-0.217361	-0.217361	-0.379461	39.317486	0.066888	1.917994	1.827410	0.137295	3.0	7.5	16.5
503	-0.231627	-0.231627	-0.389475	40.317485	0.065797	2.801597	2.087610	0.143890	3.7	1.9	13.6
504	-0.218323	-0.218323	-0.370425	39.412365	0.066783	3.030704	2.518280	0.172481	2.8	1.8	10.3
505	-0.215559	-0.215559	-0.379084	40.412345	0.065695	4.917416	1.614206	0.204878	6.9	1.7	14.3
506	-0.228516	-0.228516	-0.366072	39.507225	0.066678	2.242237	1.737714	0.109346	3.3	2.5	10.3
507	-0.229222	-0.229222	-0.393470	38.602105	0.067691	1.972947	2.883619	0.107015	7.0	1.6	14.9
508	-0.215223	-0.215223	-0.374254	39.602104	0.066574	3.870246	2.715787	0.167068	3.1	1.6	12.3
509	-0.222151	-0.222151	-0.387212	40.581151	0.065515	1.747268	2.040626	0.114665	9.2	1.8	17.2
510	-0.226860	-0.226860	-0.378721	39.676148	0.066492	3.326755	1.920672	0.135175	3.0	1.8	10.6
511	-0.220315	-0.220315	-0.380965	38.771045	0.067499	1.924399	2.978786	0.123384	2.7	1.9	10.6
