1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
26	-0.212901	-0.212901	-0.375299	2.443233	0.172096	2.243327	2.282143	0.097803	3.4	2.1	10.9
27	-0.217000	-0.217000	-0.388187	3.416734	0.165235	1.878394	2.834019	0.109905	9.4	2.1	17.5
28	-0.245920	-0.245920	-0.423468	4.398046	0.158851	2.586942	1.388673	0.129732	3.8	1.4	10.1
29	-0.229929	-0.229929	-0.412423	5.240266	0.153752	2.212951	1.597484	0.143803	3.0	3.8	11.5
30	-0.221265	-0.221265	-0.381887	6.240222	0.148108	3.430807	2.576308	0.158273	7.1	1.5	14.4
31	-0.204222	-0.204222	-0.368239	5.335103	0.153198	2.575486	1.660732	0.107372	2.7	1.6	10.0
32	-0.223995	-0.223995	-0.386857	6.282538	0.147878	3.016680	2.154425	0.139944	2.9	7.7	16.4
33	-0.211370	-0.211370	-0.383461	5.377418	0.152953	2.440847	2.279056	0.124534	3.4	1.8	10.9
34	-0.206915	-0.206915	-0.374288	6.377418	0.147366	2.256869	2.861496	0.109669	10.8	8.2	24.6
35	-0.210937	-0.210937	-0.374723	7.377416	0.142173	2.091340	2.006099	0.112705	5.1	6.9	18.2
36	-0.225688	-0.225688	-0.416894	6.474177	0.146847	3.165154	1.772697	0.142414	2.7	1.5	9.6
37	-0.217144	-0.217144	-0.387339	5.730990	0.150930	2.694310	1.412980	0.109528	2.8	1.9	9.8
38	-0.226983	-0.226983	-0.395994	4.827022	0.156212	1.552480	2.026211	0.062173	7.3	1.5	14.4
39	-0.244900	-0.244900	-0.435893	3.962032	0.161625	5.603803	1.768936	0.219401	2.7	1.5	10.1
40	-0.221338	-0.221338	-0.397837	3.329234	0.165829	2.570273	2.872391	0.143645	6.1	4.1	15.8
41	-0.212167	-0.212167	-0.389338	4.329234	0.159282	2.554937	3.072722	0.153826	3.4	1.8	13.0
42	-0.198583	-0.198583	-0.385324	5.329234	0.153233	1.827749	0.952005	0.132421	7.8	1.9	15.4
43	-0.219046	-0.219046	-0.405130	4.584797	0.157691	2.504053	2.520520	0.129365	3.1	1.6	18.7
44	-0.208625	-0.208625	-0.383424	5.578345	0.151796	2.735621	3.014221	0.110830	15.0	4.9	32.1
45	-0.214724	-0.214724	-0.379542	4.682746	0.157090	2.581349	1.745088	0.109648	3.0	1.6	14.0
46	-0.214874	-0.214874	-0.390060	3.777631	0.162828	3.251818	2.227169	0.157683	8.0	1.9	18.5
47	-0.217602	-0.217602	-0.389051	2.873374	0.168996	2.179289	1.399849	0.110740	3.1	1.8	14.5
48	-0.226214	-0.226214	-0.386786	3.873374	0.162201	2.348230	2.457020	0.114888	3.0	2.2	15.3
49	-0.210099	-0.210099	-0.387265	2.968253	0.168327	3.616388	1.713673	0.162394	2.7	1.7	13.2
50	-0.196862	-0.196862	-0.368157	3.968253	0.161585	2.309772	2.326151	0.115900	8.8	2.9	20.9
51	-0.217629	-0.217629	-0.404215	4.968253	0.155363	2.936364	2.559212	0.125866	5.0	2.0	16.4
52	-0.223845	-0.223845	-0.397365	5.952099	0.149691	2.816511	1.967020	0.129545	2.7	1.6	12.3
53	-0.228134	-0.228134	-0.404290	5.046979	0.154893	1.714006	1.517419	0.101078	5.5	1.5	14.7
54	-0.209263	-0.209263	-0.395050	4.141858	0.160469	2.066694	2.033508	0.129113	2.6	1.4	11.8
55	-0.220942	-0.220942	-0.385923	3.621440	0.163861	1.735941	2.597545	0.100898	8.6	2.4	20.4
56	-0.219229	-0.219229	-0.375516	4.621439	0.157466	1.791998	2.057627	0.088031	3.0	3.0	18.8
57	-0.232852	-0.232852	-0.394413	5.485747	0.152327	1.832781	1.525565	0.078631	3.0	1.6	12.2
58	-0.218215	-0.218215	-0.371768	6.258801	0.148007	3.220432	2.561987	0.135066	4.3	7.4	19.0
59	-0.235865	-0.235865	-0.420638	7.258394	0.142772	2.375094	2.486982	0.127259	3.7	1.8	12.9
60	-0.212678	-0.212678	-0.380624	6.740377	0.145438	2.451296	2.699553	0.096574	7.3	1.9	18.1
61	-0.227366	-0.227366	-0.402462	6.738181	0.145449	4.358124	1.601169	0.187627	2.7	1.4	8.8
62	-0.211362	-0.211362	-0.364864	5.833061	0.150355	3.190039	1.776582	0.125456	8.4	1.9	16.7
63	-0.215097	-0.215097	-0.390931	4.927944	0.155604	2.349074	1.523771	0.098063	2.9	1.6	11.5
64	-0.221808	-0.221808	-0.393666	4.022824	0.161233	2.469307	1.079506	0.127399	6.4	1.8	14.9
65	-0.235488	-0.235488	-0.402597	3.178147	0.166865	3.848559	2.206061	0.151676	3.7	2.3	12.1
66	-0.221932	-0.221932	-0.400814	2.273661	0.173350	2.763587	2.606470	0.123154	11.7	2.2	20.3
67	-0.226515	-0.226515	-0.402644	1.368540	0.180365	2.420333	2.714624	0.124549	3.2	2.1	11.4
68	-0.224093	-0.224093	-0.406549	2.368540	0.172646	2.345286	2.437328	0.094307	3.6	1.6	9.6
69	-0.244392	-0.244392	-0.407668	1.466129	0.179581	2.574162	3.371942	0.140352	3.0	1.9	18.3
70	-0.210220	-0.210220	-0.366690	0.561039	0.187120	4.522028	1.828756	0.172726	3.3	1.6	10.6
71	-0.221408	-0.221408	-0.412435	1.561013	0.178826	3.948834	1.291504	0.171613	3.9	2.1	11.9
72	-0.243883	-0.243883	-0.411869	2.561013	0.171236	3.200792	1.966718	0.128543	8.3	1.8	16.4
73	-0.217158	-0.217158	-0.388767	3.561011	0.164264	2.355370	2.614801	0.098172	3.4	1.8	11.7
74	-0.227878	-0.227878	-0.386300	4.558112	0.157856	3.644231	2.133486	0.156682	14.8	1.7	22.9
75	-0.237624	-0.237624	-0.406647	3.652991	0.163651	2.525218	2.275679	0.108524	3.4	1.7	11.1
76	-0.216532	-0.216532	-0.400262	4.613926	0.157512	2.599734	1.566390	0.109953	8.5	1.8	16.1
77	-0.221880	-0.221880	-0.381153	3.710826	0.163268	1.839917	1.696337	0.092361	3.1	1.9	10.9
78	-0.227745	-0.227745	-0.381812	2.805885	0.169475	2.851478	1.750250	0.129754	6.6	1.6	14.1
79	-0.214738	-0.214738	-0.404296	3.805885	0.162643	2.023849	1.534800	0.152367	3.8	2.0	11.8
80	-0.223972	-0.223972	-0.371439	4.805885	0.156340	2.483412	2.818995	0.115801	5.8	1.8	13.5
81	-0.226404	-0.226404	-0.373210	3.900806	0.162023	2.854178	2.606740	0.121852	3.0	1.8	10.3
82	-0.238246	-0.238246	-0.413334	4.900806	0.155767	3.243886	3.408966	0.138430	2.8	2.8	11.5
83	-0.228717	-0.228717	-0.395040	3.995698	0.161408	3.075887	1.781715	0.135734	9.4	1.6	18.9
84	-0.222965	-0.222965	-0.400911	4.995698	0.155199	3.538113	2.372593	0.156000	4.0	11.8	21.6
85	-0.229145	-0.229145	-0.403412	4.092549	0.160785	3.162213	3.066859	0.138784	11.4	1.8	19.1
86	-0.206041	-0.206041	-0.390629	5.092549	0.154623	2.579651	2.541268	0.140151	4.7	1.5	11.8
87	-0.221320	-0.221320	-0.393203	6.092548	0.148915	2.569580	2.343042	0.124323	9.5	1.9	16.8
88	-0.222485	-0.222485	-0.392885	5.214838	0.153901	2.356844	2.060337	0.109361	3.8	2.0	11.8
89	-0.205107	-0.205107	-0.367228	4.309727	0.159405	2.943347	3.492917	0.125335	7.3	1.6	14.9
90	-0.201126	-0.201126	-0.377029	3.414038	0.165253	2.816528	2.094283	0.154066	3.6	1.4	9.2
91	-0.230531	-0.230531	-0.404179	4.292635	0.159513	1.781443	1.543697	0.104185	3.7	1.8	15.4
92	-0.235703	-0.235703	-0.384856	5.249807	0.153696	1.763623	2.629643	0.095338	3.8	1.9	13.0
93	-0.204676	-0.204676	-0.368442	6.244650	0.148084	1.764422	2.283591	0.098324	13.2	2.0	23.5
94	-0.224489	-0.224489	-0.408520	5.340010	0.153170	3.909286	3.208516	0.193543	3.7	1.6	11.1
95	-0.218027	-0.218027	-0.391167	4.928111	0.155603	1.977062	1.955266	0.147825	7.0	1.4	14.2
96	-0.219027	-0.219027	-0.411543	4.554457	0.157878	3.192052	2.198226	0.161801	3.0	1.9	9.9
97	-0.225909	-0.225909	-0.398440	5.554457	0.151933	2.374046	1.435256	0.126299	7.5	1.4	14.0
98	-0.220936	-0.220936	-0.394346	4.649515	0.157293	4.151707	2.332416	0.183197	3.4	1.7	10.7
99	-0.211379	-0.211379	-0.396997	5.602095	0.151661	1.672653	1.262275	0.083501	3.6	7.5	16.6
100	-0.217828	-0.217828	-0.395386	4.698912	0.156991	2.853552	1.645912	0.136120	3.2	1.6	10.6
101	-0.229597	-0.229597	-0.411647	5.698912	0.151111	2.340866	2.054461	0.177550	3.8	1.9	11.5
102	-0.205932	-0.205932	-0.383010	6.698912	0.145655	4.195837	2.299096	0.170780	9.7	1.9	17.2
103	-0.221642	-0.221642	-0.409565	5.793791	0.150576	2.683884	2.522361	0.106318	3.2	1.7	8.9
104	-0.222420	-0.222420	-0.405208	4.888671	0.155840	1.391949	3.732113	0.072155	4.3	9.1	19.2
105	-0.224132	-0.224132	-0.389916	3.983669	0.161485	3.253472	1.883937	0.156968	3.1	1.6	10.2
106	-0.225510	-0.225510	-0.390403	4.291429	0.159520	2.151374	2.706242	0.181721	8.4	1.9	15.7
107	-0.219593	-0.219593	-0.396458	5.291429	0.153453	1.455956	1.467276	0.089564	3.5	1.9	11.7
108	-0.237258	-0.237258	-0.417396	4.386309	0.158924	2.466851	2.086642	0.094602	7.9	2.0	15.4
109	-0.229007	-0.229007	-0.401124	3.482557	0.164791	2.628340	1.690794	0.123424	3.4	2.1	11.2
110	-0.230523	-0.230523	-0.407302	4.482497	0.158324	2.359094	1.826546	0.099776	2.7	1.6	8.5
111	-0.206596	-0.206596	-0.388314	5.482475	0.152346	2.753278	2.132136	0.111317	3.4	7.7	18.4
112	-0.227004	-0.227004	-0.402133	6.479481	0.146819	3.698035	2.382914	0.150905	3.4	1.7	11.3
113	-0.203312	-0.203312	-0.388818	5.574363	0.151819	2.705377	3.494528	0.176129	8.4	1.9	15.9
114	-0.211943	-0.211943	-0.367361	6.489389	0.146766	2.161772	2.181606	0.101126	3.0	1.7	10.5
115	-0.219736	-0.219736	-0.401514	7.489388	0.141614	3.009426	2.570290	0.138174	12.0	1.8	25.4
116	-0.216737	-0.216737	-0.395682	8.489388	0.136812	2.504515	2.835408	0.104289	3.2	1.9	10.8
117	-0.215380	-0.215380	-0.387881	7.584268	0.141144	1.024787	2.085311	0.104527	2.8	1.6	8.0
118	-0.215521	-0.215521	-0.400194	6.686740	0.145719	2.319324	1.465716	0.138277	3.6	10.1	19.3
119	-0.208251	-0.208251	-0.376438	7.686740	0.140640	1.614796	3.034675	0.121136	3.3	1.9	11.7
120	-0.220240	-0.220240	-0.387652	6.781620	0.145222	3.542176	1.691145	0.153282	9.1	2.0	16.7
121	-0.207165	-0.207165	-0.398312	7.781620	0.140176	2.601253	2.525863	0.105731	2.9	1.7	10.5
122	-0.211550	-0.211550	-0.362024	6.876500	0.144728	2.815207	1.373582	0.123672	8.4	2.2	16.3
123	-0.234997	-0.234997	-0.402912	7.876500	0.139716	4.747628	1.862209	0.189669	2.9	1.6	12.2
124	-0.224691	-0.224691	-0.394935	6.971380	0.144237	3.059697	2.464788	0.143971	7.2	1.9	16.4
125	-0.212854	-0.212854	-0.387638	7.971380	0.139258	2.089402	2.724110	0.096102	2.9	5.7	15.6
126	-0.226269	-0.226269	-0.402300	8.971380	0.134612	2.271192	2.114352	0.124811	3.2	1.7	9.1
127	-0.234508	-0.234508	-0.401910	9.971379	0.130265	1.983466	2.603236	0.084930	3.1	2.0	8.9
128	-0.217769	-0.217769	-0.382110	9.066276	0.134187	1.742095	3.022442	0.077357	9.5	1.8	16.9
129	-0.220915	-0.220915	-0.386466	8.195464	0.138189	1.239028	1.583370	0.071850	2.5	1.5	11.3
130	-0.227998	-0.227998	-0.404946	7.547904	0.141324	2.791759	1.286551	0.163303	3.1	1.7	10.3
131	-0.232862	-0.232862	-0.390662	8.547903	0.136541	2.820660	2.530112	0.122774	7.5	1.7	14.9
132	-0.231025	-0.231025	-0.391020	9.529612	0.132150	3.562950	1.525483	0.155918	4.1	1.6	11.7
133	-0.216594	-0.216594	-0.395973	8.689139	0.135891	3.367326	3.097893	0.137940	3.1	7.5	16.3
134	-0.220692	-0.220692	-0.399814	9.524932	0.132171	3.017226	1.870049	0.117501	3.2	1.6	8.8
135	-0.216132	-0.216132	-0.388099	8.619813	0.136209	2.406795	1.572208	0.134006	8.4	2.0	16.2
136	-0.222301	-0.222301	-0.398091	9.619757	0.131761	2.226100	1.525081	0.108317	3.6	2.3	11.0
137	-0.221437	-0.221437	-0.369100	10.619751	0.127594	2.977139	2.095211	0.189927	5.2	2.1	20.9
138	-0.220234	-0.220234	-0.370402	11.619751	0.123683	2.843314	1.063588	0.151682	3.1	1.9	15.2
139	-0.218223	-0.218223	-0.401982	10.714631	0.127212	2.031239	2.070919	0.086489	11.3	2.3	19.2
140	-0.217534	-0.217534	-0.386628	9.818761	0.130910	2.127929	1.715202	0.134673	2.9	1.5	10.6
141	-0.233323	-0.233323	-0.407730	8.936081	0.134770	1.789848	2.624252	0.097364	14.5	1.5	24.2
142	-0.222766	-0.222766	-0.399612	9.936081	0.130414	1.471998	3.429217	0.086037	2.8	1.7	10.4
143	-0.215530	-0.215530	-0.402787	9.044221	0.134285	1.716694	1.874443	0.108079	14.5	1.7	23.5
144	-0.223212	-0.223212	-0.377286	9.908065	0.130532	1.113244	1.948110	0.079056	3.2	2.0	11.0
145	-0.221329	-0.221329	-0.386969	10.907937	0.126442	2.694521	1.663841	0.106135	7.9	1.5	14.7
146	-0.217678	-0.217678	-0.378696	10.005162	0.130123	2.894496	3.713329	0.134294	2.8	1.5	10.6
147	-0.211982	-0.211982	-0.380601	10.996086	0.126093	1.675691	2.351766	0.099715	3.3	2.2	16.4
148	-0.221675	-0.221675	-0.374896	11.341450	0.124747	3.213379	2.321799	0.143829	5.4	1.5	13.2
149	-0.219015	-0.219015	-0.379074	12.341450	0.121005	2.245153	2.047455	0.091731	3.1	1.5	10.5
150	-0.227250	-0.227250	-0.413478	11.455809	0.124307	2.961966	2.351579	0.151330	6.9	1.6	14.5
151	-0.209631	-0.209631	-0.383816	12.439439	0.120651	2.324855	3.527581	0.111944	3.0	1.4	10.1
152	-0.217725	-0.217725	-0.400683	11.534343	0.124007	2.505685	2.710368	0.108291	7.6	1.8	15.7
153	-0.217589	-0.217589	-0.368319	12.534075	0.120310	2.694642	2.445510	0.132875	3.1	1.6	10.2
154	-0.203598	-0.203598	-0.364772	13.534074	0.116827	2.970775	2.629447	0.138101	2.8	1.6	9.9
155	-0.226647	-0.226647	-0.384571	12.653559	0.119883	2.585582	1.368228	0.121928	6.8	3.8	16.4
156	-0.224900	-0.224900	-0.382991	11.748442	0.123197	3.415070	1.688407	0.153800	9.5	1.7	17.4
157	-0.208212	-0.208212	-0.388807	12.254855	0.121321	3.033297	2.161214	0.162060	3.6	1.5	11.1
158	-0.224055	-0.224055	-0.396127	13.254855	0.117779	2.283401	2.635419	0.105022	3.3	8.2	17.0
159	-0.216393	-0.216393	-0.360007	14.254855	0.114438	2.169030	1.738958	0.118135	3.4	1.5	10.8
160	-0.211231	-0.211231	-0.382714	13.361935	0.117412	3.598504	2.069027	0.155893	7.9	1.8	15.5
161	-0.226522	-0.226522	-0.407005	12.456815	0.120588	2.231084	1.753905	0.085844	3.6	1.6	10.8
162	-0.203927	-0.203927	-0.387600	11.551695	0.123941	2.333202	3.075041	0.110504	6.9	1.8	16.2
163	-0.226131	-0.226131	-0.389028	12.551676	0.120247	3.458334	3.663940	0.133375	2.6	1.4	9.6
164	-0.225277	-0.225277	-0.391130	11.646690	0.123581	3.551445	2.775468	0.146206	3.1	7.7	16.1
165	-0.238381	-0.238381	-0.403373	12.646690	0.119908	3.566739	2.242798	0.153921	3.3	1.6	10.3
166	-0.222548	-0.222548	-0.389770	11.741569	0.123222	2.137287	1.729907	0.106278	8.4	1.9	15.5
167	-0.219476	-0.219476	-0.382634	12.741491	0.119571	3.006931	2.337692	0.128936	2.7	1.6	9.0
168	-0.237493	-0.237493	-0.405361	11.836371	0.122867	1.730745	2.732103	0.104835	2.9	1.9	8.6
169	-0.231780	-0.231780	-0.404065	10.938159	0.126322	3.010611	2.221414	0.130100	8.5	1.5	15.6
170	-0.231618	-0.231618	-0.409401	10.033097	0.130006	1.566958	2.403879	0.092023	3.4	2.2	19.6
171	-0.235261	-0.235261	-0.394156	10.489651	0.128121	2.154581	1.707160	0.096923	3.5	1.5	11.8
172	-0.211291	-0.211291	-0.362793	11.296918	0.124919	2.672980	1.753776	0.115990	3.8	1.6	11.3
173	-0.217927	-0.217927	-0.389551	10.391798	0.128521	2.338689	1.360573	0.122065	3.3	14.0	23.0
174	-0.226525	-0.226525	-0.385817	11.390114	0.124559	2.073806	1.955283	0.114485	3.2	1.7	10.8
175	-0.210054	-0.210054	-0.388270	12.390114	0.120829	2.537013	1.751794	0.126713	3.1	1.8	10.3
176	-0.228725	-0.228725	-0.406934	11.485084	0.124195	2.248353	1.340533	0.104791	8.2	1.9	15.3
177	-0.213004	-0.213004	-0.398603	10.580331	0.127753	2.099829	1.990813	0.094914	3.3	1.6	10.5
178	-0.224384	-0.224384	-0.386577	11.528555	0.124029	1.662031	3.722388	0.080904	3.0	1.6	9.2
179	-0.222913	-0.222913	-0.375408	11.694112	0.123401	2.648247	2.282931	0.138418	7.6	1.6	15.0
180	-0.235267	-0.235267	-0.377467	12.681617	0.119783	4.172444	2.402270	0.185745	2.8	2.3	10.5
181	-0.221431	-0.221431	-0.385193	13.681613	0.116330	2.045621	2.689635	0.109030	6.8	1.5	12.2
182	-0.230751	-0.230751	-0.411289	14.328904	0.114198	3.020749	2.772221	0.128330	3.7	1.9	10.6
183	-0.222078	-0.222078	-0.395189	13.440619	0.117144	2.155155	2.044274	0.108756	2.8	7.8	16.6
184	-0.218149	-0.218149	-0.385618	14.439233	0.113843	2.848110	2.560889	0.107306	5.4	1.9	12.9
185	-0.211426	-0.211426	-0.393998	13.534116	0.116826	2.438983	1.790117	0.094230	3.0	1.6	16.2
186	-0.216995	-0.216995	-0.363986	12.629082	0.119970	1.365601	1.681822	0.115779	3.4	1.7	11.3
187	-0.227215	-0.227215	-0.380171	11.781315	0.123073	2.276347	2.185515	0.122335	10.8	1.5	18.1
188	-0.230348	-0.230348	-0.391671	12.581177	0.120142	1.998097	2.470167	0.140082	3.5	1.5	10.6
189	-0.247382	-0.247382	-0.399022	11.676057	0.123470	2.916231	2.897043	0.159222	3.3	1.8	11.1
190	-0.227317	-0.227317	-0.397516	12.671882	0.119818	2.768297	1.671769	0.128214	5.9	1.7	15.9
191	-0.243076	-0.243076	-0.429610	13.671882	0.116362	2.852386	1.651559	0.137692	2.6	1.8	15.5
192	-0.218776	-0.218776	-0.398505	14.671842	0.113100	3.116167	1.747804	0.130093	3.0	3.1	12.3
193	-0.222327	-0.222327	-0.379927	15.428780	0.110750	1.899202	3.212855	0.077076	2.9	1.7	10.5
194	-0.206542	-0.206542	-0.388060	14.523667	0.113572	2.493610	2.931962	0.123669	6.4	1.5	13.5
195	-0.219994	-0.219994	-0.383521	13.618547	0.116541	2.902284	3.002475	0.141405	2.8	1.7	8.5
196	-0.224184	-0.224184	-0.384049	14.474656	0.113729	2.388868	2.276496	0.106733	2.6	1.6	9.6
197	-0.219652	-0.219652	-0.375954	13.755939	0.116081	4.240036	2.844457	0.167494	7.0	1.4	13.3
198	-0.208584	-0.208584	-0.391902	14.347371	0.114139	1.836617	1.801324	0.131938	2.9	2.0	10.6
199	-0.228289	-0.228289	-0.397992	13.442399	0.117137	2.670344	1.458701	0.126335	7.5	1.6	14.4
200	-0.220931	-0.220931	-0.365865	14.442398	0.113832	1.552578	2.459496	0.085030	2.5	1.6	9.5
201	-0.218170	-0.218170	-0.369565	14.334329	0.114181	2.255958	2.037795	0.123399	3.4	1.9	10.2
202	-0.222750	-0.222750	-0.389199	15.334329	0.111038	2.771447	1.356014	0.152225	7.2	1.7	14.2
203	-0.222410	-0.222410	-0.388578	16.324056	0.108094	3.774786	1.898677	0.182953	2.8	1.7	9.9
204	-0.224929	-0.224929	-0.383822	15.499064	0.110537	3.864670	1.834220	0.145308	3.2	2.1	17.5
205	-0.230646	-0.230646	-0.411865	16.498024	0.107592	1.292067	2.287500	0.126875	3.4	1.9	13.0
206	-0.234794	-0.234794	-0.408370	17.474929	0.104860	4.495230	0.980893	0.201291	3.1	1.6	12.5
207	-0.225789	-0.225789	-0.395609	18.474929	0.102204	3.861190	2.212227	0.164056	9.2	8.1	23.1
208	-0.225029	-0.225029	-0.396148	17.569808	0.104602	3.932744	3.699736	0.174536	4.4	1.6	14.0
209	-0.246224	-0.246224	-0.407124	16.664688	0.107116	3.824370	2.242537	0.176587	4.7	1.7	11.7
210	-0.209473	-0.209473	-0.367788	15.759568	0.109754	3.375957	2.187135	0.157963	2.9	1.5	9.8
211	-0.214451	-0.214451	-0.383459	14.854448	0.112524	2.101453	2.713046	0.108700	10.3	2.2	18.3
212	-0.213822	-0.213822	-0.380536	13.949611	0.115438	4.384002	2.417441	0.161373	12.2	1.8	21.9
213	-0.222004	-0.222004	-0.361922	13.044491	0.118507	2.692458	2.037497	0.108390	3.1	3.7	13.3
214	-0.229047	-0.229047	-0.411196	14.038678	0.115144	1.505689	3.084512	0.075333	10.0	2.3	18.6
215	-0.214490	-0.214490	-0.376648	15.037538	0.111953	2.172874	2.492725	0.115980	3.3	1.7	12.7
216	-0.234090	-0.234090	-0.397215	14.136716	0.114823	2.745000	1.662677	0.116163	5.0	17.0	34.1
217	-0.226994	-0.226994	-0.383668	13.231596	0.117859	2.024329	3.529994	0.085742	2.7	1.8	11.9
218	-0.238236	-0.238236	-0.400044	12.327574	0.121056	3.438571	2.239455	0.144904	3.8	1.9	13.8
219	-0.230844	-0.230844	-0.386827	13.327574	0.117529	4.180862	1.474173	0.190216	3.0	1.9	12.4
220	-0.235740	-0.235740	-0.397536	14.327574	0.114202	1.655344	2.650652	0.108340	22.6	2.2	30.6
221	-0.226926	-0.226926	-0.405102	15.252264	0.111290	2.946190	1.481698	0.135332	4.6	1.9	14.5
222	-0.215914	-0.215914	-0.394970	15.708773	0.109906	2.029133	2.902390	0.098249	3.3	4.3	19.2
223	-0.227422	-0.227422	-0.392743	14.863964	0.112494	1.913649	3.441972	0.098662	10.5	1.9	18.5
224	-0.227131	-0.227131	-0.365568	14.309570	0.114261	2.202439	2.871360	0.093226	3.0	1.6	10.6
225	-0.216578	-0.216578	-0.363345	15.309570	0.111114	2.900440	2.310837	0.157071	3.5	3.8	19.0
226	-0.219580	-0.219580	-0.375611	14.404584	0.113954	4.669472	3.395499	0.214215	4.5	2.0	17.5
227	-0.229714	-0.229714	-0.394743	13.499463	0.116944	1.475648	1.846540	0.073971	10.1	2.2	19.2
228	-0.205706	-0.205706	-0.364640	14.499463	0.113650	2.415127	2.419836	0.172694	4.7	2.5	13.1
229	-0.223230	-0.223230	-0.386575	15.494644	0.110550	3.640561	2.633787	0.143511	3.3	2.4	11.5
230	-0.228496	-0.228496	-0.396305	16.494644	0.107602	4.286698	1.703971	0.169193	3.2	13.2	22.2
231	-0.227105	-0.227105	-0.385461	17.494644	0.104807	2.208426	3.051855	0.103708	3.1	1.7	10.7
232	-0.244157	-0.244157	-0.372550	18.158999	0.103029	2.966271	1.950137	0.141243	3.8	1.5	14.9
233	-0.227281	-0.227281	-0.400406	17.278485	0.105399	2.067896	2.430821	0.092731	8.8	1.9	17.2
234	-0.235616	-0.235616	-0.386772	16.373396	0.107951	5.407582	2.939492	0.213944	3.3	1.6	12.0
235	-0.238025	-0.238025	-0.423180	15.480858	0.110592	1.758188	2.111971	0.135079	3.9	2.5	21.5
236	-0.219152	-0.219152	-0.398277	16.480857	0.107642	2.965126	2.586828	0.118829	3.4	1.7	11.4
237	-0.231514	-0.231514	-0.401841	15.575737	0.110305	1.652624	2.326567	0.090197	3.5	1.7	10.7
238	-0.218359	-0.218359	-0.392565	14.685582	0.113057	3.543270	2.668594	0.162642	3.2	1.8	13.2
239	-0.229001	-0.229001	-0.412869	15.685582	0.109975	1.801530	2.726867	0.074436	13.3	2.0	21.7
240	-0.213674	-0.213674	-0.393174	16.685253	0.107058	2.278143	2.285732	0.092741	3.9	1.7	11.7
241	-0.219809	-0.219809	-0.392410	15.780286	0.109692	2.436975	1.678418	0.143808	3.3	1.7	11.3
242	-0.223231	-0.223231	-0.386544	14.875167	0.112459	3.294937	1.163376	0.134930	4.2	1.8	12.3
243	-0.231548	-0.231548	-0.383669	14.026898	0.115183	2.924742	2.909422	0.140699	11.1	1.7	19.3
244	-0.223058	-0.223058	-0.397475	15.026898	0.111986	2.303617	1.860637	0.122790	3.2	1.7	12.8
245	-0.218398	-0.218398	-0.397836	16.026806	0.108962	2.507716	1.853129	0.099146	12.4	2.9	22.6
246	-0.238307	-0.238307	-0.414886	15.121976	0.111691	2.482906	2.231278	0.112585	4.0	1.5	12.2
247	-0.226065	-0.226065	-0.397069	14.216856	0.114562	3.555846	3.474416	0.135861	8.2	1.7	16.3
248	-0.220727	-0.220727	-0.388337	15.216856	0.111398	2.986248	4.533437	0.124709	3.0	1.9	10.9
249	-0.220861	-0.220861	-0.397938	14.311746	0.114254	3.008600	1.428916	0.135893	9.2	1.6	16.3
250	-0.215575	-0.215575	-0.375668	15.311306	0.111109	3.785053	2.132584	0.149779	3.1	1.5	10.3
251	-0.213490	-0.213490	-0.384412	16.311306	0.108131	2.155094	1.645334	0.105522	9.2	2.0	16.6
252	-0.217231	-0.217231	-0.373945	15.406185	0.110819	1.442966	0.978381	0.062730	3.7	1.9	10.1
253	-0.212110	-0.212110	-0.366495	16.392391	0.107896	3.511832	3.457918	0.146270	2.7	1.7	9.0
254	-0.220415	-0.220415	-0.390125	15.487273	0.110573	2.303049	1.929406	0.120123	2.8	8.2	16.4
255	-0.218621	-0.218621	-0.385920	16.486962	0.107624	2.096622	1.328980	0.098727	3.2	1.7	9.8
256	-0.216803	-0.216803	-0.383129	17.383969	0.105109	2.202251	2.454368	0.135193	3.0	1.8	10.6
257	-0.242329	-0.242329	-0.391740	18.378673	0.102454	2.032813	1.969032	0.111876	6.8	1.6	14.6
258	-0.224639	-0.224639	-0.380295	17.473553	0.104864	2.495021	1.931418	0.119106	3.1	1.4	9.6
259	-0.233185	-0.233185	-0.405661	18.473456	0.102208	3.428303	2.243868	0.153836	2.8	2.0	10.0
260	-0.209818	-0.209818	-0.379269	19.473456	0.099683	1.843676	1.320997	0.118364	9.6	2.1	17.4
261	-0.212906	-0.212906	-0.368011	18.570971	0.101956	3.392551	4.294062	0.141619	3.0	1.7	10.1
262	-0.225711	-0.225711	-0.387510	19.489296	0.099644	3.352659	2.454535	0.132182	3.7	7.5	16.0
263	-0.216484	-0.216484	-0.394798	18.584176	0.101922	3.066156	2.496489	0.163069	3.1	1.7	10.0
264	-0.239247	-0.239247	-0.394470	17.680814	0.104302	2.401844	1.738941	0.121474	3.3	1.7	10.1
265	-0.228246	-0.228246	-0.385934	16.802051	0.106727	2.533444	2.354973	0.134539	8.7	2.0	16.0
266	-0.219859	-0.219859	-0.391771	17.802051	0.103976	2.810660	3.844564	0.134097	2.9	1.6	9.9
267	-0.219585	-0.219585	-0.390697	18.802051	0.101364	2.736310	2.322663	0.126641	3.2	1.7	9.8
268	-0.220408	-0.220408	-0.380865	17.896932	0.103723	2.311050	1.828704	0.131881	7.3	1.7	14.1
