1:ItNr	2:Metric	2:Metric0	2:Metric1	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient1||	4:||Gradient||	Time0[ms]	Time1[ms]	Time[ms]
33	-0.182340	-0.182340	-0.339631	0.000000	0.817849	0.836332	1.290460	0.038275	3.0	1.6	10.8
34	-0.161424	-0.161424	-0.338370	0.999999	0.780674	0.637031	1.497182	0.024567	2.6	1.5	9.1
35	-0.166116	-0.166116	-0.338279	0.247119	0.808337	0.511938	1.906270	0.030665	9.2	1.5	17.9
36	-0.172009	-0.172009	-0.337444	0.873000	0.785207	0.684526	1.298086	0.038691	3.1	1.7	9.7
37	-0.160087	-0.160087	-0.313559	1.868611	0.751022	1.300616	1.511974	0.063771	11.1	2.2	20.6
38	-0.181421	-0.181421	-0.360294	1.264327	0.771405	0.822582	1.859793	0.039310	4.3	1.7	14.4
39	-0.176766	-0.176766	-0.316265	0.502408	0.798740	0.969267	1.051021	0.046384	3.1	10.1	23.8
40	-0.186343	-0.186343	-0.328463	0.000000	0.817849	0.570644	1.481925	0.027416	3.5	1.8	12.3
41	-0.168764	-0.168764	-0.322594	0.000000	0.817849	0.663329	1.942618	0.026884	3.0	1.7	9.6
42	-0.181735	-0.181735	-0.326182	0.865468	0.785477	0.912040	1.198556	0.035678	12.0	12.1	31.9
43	-0.182554	-0.182554	-0.329882	1.864339	0.751162	1.495054	1.960147	0.070081	3.0	2.2	11.6
44	-0.173116	-0.173116	-0.325080	2.864339	0.719686	0.826092	1.395010	0.052903	3.3	1.6	11.9
45	-0.187462	-0.187462	-0.334388	3.864339	0.690741	0.694746	1.322892	0.041054	9.8	1.8	17.1
46	-0.180054	-0.180054	-0.329824	3.207682	0.709478	0.907071	1.466916	0.042621	3.8	1.9	11.3
47	-0.171645	-0.171645	-0.332795	2.479185	0.731492	0.664233	0.975281	0.032388	3.0	1.6	10.1
48	-0.187427	-0.187427	-0.344182	3.450765	0.702425	1.238525	1.140385	0.047639	8.7	1.7	15.7
49	-0.169668	-0.169668	-0.323826	2.688850	0.725017	0.943463	1.800631	0.042704	3.2	1.9	12.2
50	-0.157966	-0.157966	-0.322285	3.688850	0.695651	0.766848	1.667486	0.035140	7.9	1.6	13.5
51	-0.164912	-0.164912	-0.338804	4.568383	0.671721	0.775546	1.512775	0.037584	2.6	1.3	10.5
52	-0.183580	-0.183580	-0.353621	3.832022	0.691640	0.769818	1.319088	0.050719	9.0	1.9	16.2
53	-0.191009	-0.191009	-0.343476	3.070102	0.713534	1.033451	1.349798	0.042924	3.0	4.5	13.1
54	-0.171676	-0.171676	-0.338810	4.070102	0.685072	0.849910	1.556962	0.055756	10.9	3.9	20.4
55	-0.172199	-0.172199	-0.315693	3.308182	0.706545	0.884404	1.523169	0.048278	9.9	5.1	21.6
56	-0.170125	-0.170125	-0.326687	2.546262	0.729408	1.154341	0.973932	0.046299	4.9	2.0	15.3
57	-0.167292	-0.167292	-0.319527	3.545947	0.699701	1.112357	1.852641	0.046406	16.7	8.0	36.4
58	-0.171682	-0.171682	-0.312146	2.784028	0.722116	0.566580	1.304947	0.031257	3.9	2.5	15.1
59	-0.162147	-0.162147	-0.325483	2.022108	0.746014	0.756698	1.871950	0.042445	3.3	1.8	13.3
60	-0.187029	-0.187029	-0.358250	1.347472	0.768535	0.661241	1.838453	0.032198	6.7	1.4	15.3
61	-0.168733	-0.168733	-0.310304	2.347340	0.735622	1.093252	1.590860	0.045668	5.0	2.7	16.8
62	-0.171537	-0.171537	-0.332845	1.585421	0.760439	0.701844	0.968801	0.036337	10.9	14.8	31.7
63	-0.179610	-0.179610	-0.344854	2.585420	0.728197	1.070384	1.259043	0.042483	2.9	1.6	9.9
64	-0.179955	-0.179955	-0.330903	3.340759	0.705599	1.005804	1.815265	0.043671	3.3	1.8	11.2
65	-0.173975	-0.173975	-0.325131	3.787322	0.692887	0.917901	1.671398	0.038177	9.4	1.7	17.1
66	-0.164467	-0.164467	-0.301253	3.025414	0.714861	0.959894	1.378789	0.041394	3.1	1.6	11.8
67	-0.184017	-0.184017	-0.344340	2.263514	0.738273	1.012916	1.907391	0.043369	3.0	1.5	21.0
68	-0.184542	-0.184542	-0.322172	3.263514	0.707846	1.258123	1.366714	0.063034	6.2	1.8	14.6
69	-0.179008	-0.179008	-0.337202	2.501594	0.730794	0.850025	1.304727	0.042278	8.0	2.0	23.1
70	-0.187172	-0.187172	-0.343022	3.501594	0.700968	1.009076	1.910386	0.049867	2.7	3.4	12.0
71	-0.161083	-0.161083	-0.332271	2.739674	0.723465	0.818152	1.686112	0.040404	2.7	1.8	9.7
72	-0.156946	-0.156946	-0.315081	2.230022	0.739337	1.208982	1.995104	0.054384	13.7	11.8	32.6
73	-0.169224	-0.169224	-0.311289	3.229998	0.708825	1.148364	1.248689	0.052378	3.1	1.5	10.1
74	-0.170487	-0.170487	-0.320342	4.226528	0.680824	0.491051	1.234590	0.034112	2.9	1.8	10.5
75	-0.193814	-0.193814	-0.339936	3.464608	0.702027	0.816753	1.569329	0.045332	3.4	3.1	13.8
76	-0.184467	-0.184467	-0.342263	4.464593	0.674459	0.918622	1.379871	0.043649	21.3	3.4	30.0
77	-0.177063	-0.177063	-0.340943	4.293880	0.679011	0.436758	1.194209	0.023175	6.2	2.0	17.1
78	-0.181584	-0.181584	-0.345370	3.531995	0.700099	0.863747	1.415569	0.039656	8.4	1.4	16.7
79	-0.179737	-0.179737	-0.341004	2.778059	0.722297	0.909958	1.481510	0.042817	2.7	1.5	9.2
80	-0.184787	-0.184787	-0.336163	2.016139	0.746208	0.864441	1.229449	0.034772	2.8	1.5	8.8
81	-0.175991	-0.175991	-0.317787	3.016136	0.715137	0.559536	1.271196	0.033185	20.4	1.6	27.4
82	-0.185439	-0.185439	-0.345210	2.254398	0.738562	0.570097	1.135274	0.025435	2.4	1.7	11.6
83	-0.174189	-0.174189	-0.341727	3.207265	0.709490	1.046813	1.377804	0.048447	2.9	1.7	11.5
84	-0.172248	-0.172248	-0.306721	4.201247	0.681507	0.654884	2.253459	0.042234	3.3	9.2	17.6
85	-0.166214	-0.166214	-0.319230	3.439327	0.702754	0.906237	1.840881	0.042937	6.3	5.9	18.0
86	-0.191624	-0.191624	-0.328703	2.677408	0.725368	0.685750	1.136403	0.036952	2.7	1.3	9.5
87	-0.179514	-0.179514	-0.353519	3.604984	0.698022	0.469745	1.814216	0.033115	3.0	1.4	9.2
88	-0.178786	-0.178786	-0.338222	2.844244	0.720292	1.113043	1.792535	0.064572	7.5	1.5	15.2
89	-0.182263	-0.182263	-0.337705	2.279078	0.737779	1.301696	1.353633	0.060496	3.2	1.7	10.1
90	-0.186526	-0.186526	-0.339910	1.517273	0.762740	0.889189	1.542004	0.045684	7.1	1.4	13.9
91	-0.175874	-0.175874	-0.313385	0.885138	0.784771	0.775661	1.475774	0.047316	2.9	1.5	9.9
92	-0.177689	-0.177689	-0.348543	0.123218	0.813078	1.402456	2.031101	0.054875	3.0	7.4	16.9
93	-0.177921	-0.177921	-0.336488	0.000000	0.817849	0.544191	1.557342	0.028953	2.9	1.5	11.2
94	-0.180447	-0.180447	-0.358718	0.000000	0.817849	1.142095	1.740422	0.060915	7.8	1.6	14.9
95	-0.161771	-0.161771	-0.329999	0.999990	0.780674	1.010755	1.985196	0.042417	2.8	1.5	10.9
96	-0.185566	-0.185566	-0.334027	1.999983	0.746732	1.037293	1.352419	0.054174	2.9	2.1	12.6
97	-0.186897	-0.186897	-0.326878	1.238063	0.772317	1.354372	1.572439	0.054544	5.4	1.8	13.0
98	-0.177111	-0.177111	-0.351348	2.238063	0.739082	0.956599	1.389479	0.038059	3.5	1.9	12.2
99	-0.169460	-0.169460	-0.322684	3.224595	0.708983	0.731379	1.312882	0.030755	9.5	1.9	17.3
100	-0.171931	-0.171931	-0.351784	2.462675	0.732006	1.388346	1.607519	0.059121	3.4	1.9	10.5
101	-0.175716	-0.175716	-0.336771	3.462592	0.702085	0.622242	1.641572	0.039058	2.8	1.7	11.1
102	-0.178034	-0.178034	-0.336741	4.462592	0.674512	0.870814	1.598980	0.037582	8.0	1.9	14.9
103	-0.161762	-0.161762	-0.325563	5.461743	0.649044	1.016007	1.183836	0.046995	2.8	1.6	9.5
104	-0.174685	-0.174685	-0.343271	4.706394	0.668115	1.151337	1.668697	0.060234	15.0	1.9	22.6
105	-0.192403	-0.192403	-0.343471	3.944474	0.688522	1.244926	1.023531	0.051424	3.6	1.8	13.1
106	-0.195485	-0.195485	-0.345503	3.182554	0.710215	0.519058	1.658326	0.046235	2.6	1.5	9.3
107	-0.185499	-0.185499	-0.334983	4.182554	0.682013	0.673790	1.532063	0.030024	6.5	2.3	14.4
108	-0.171067	-0.171067	-0.327010	3.518215	0.700492	1.089768	1.525934	0.047723	3.5	1.6	10.5
109	-0.158831	-0.158831	-0.318688	2.902606	0.718534	0.840346	1.728852	0.043289	2.8	7.8	16.4
110	-0.190083	-0.190083	-0.348777	2.140716	0.742191	1.395834	1.796081	0.074844	3.3	1.7	10.4
111	-0.169977	-0.169977	-0.329246	1.378796	0.767460	1.067329	1.570135	0.044032	9.4	1.8	16.3
112	-0.164141	-0.164141	-0.315876	0.616876	0.794510	0.761535	1.871344	0.049219	2.7	1.8	9.7
113	-0.176494	-0.176494	-0.362191	0.000000	0.817849	0.802859	1.259481	0.038361	3.2	2.0	10.6
114	-0.189554	-0.189554	-0.329167	1.000000	0.780674	0.777860	1.684693	0.037289	9.4	1.9	16.6
115	-0.189503	-0.189503	-0.363712	0.755134	0.789461	0.743067	1.670695	0.037116	4.6	1.9	13.8
116	-0.155201	-0.155201	-0.305769	0.000000	0.817849	1.542629	1.817066	0.062668	3.6	9.1	17.2
117	-0.173029	-0.173029	-0.353048	0.412867	0.802080	0.628500	1.495397	0.027264	4.4	1.8	11.6
118	-0.175894	-0.175894	-0.333836	1.412867	0.766293	0.764448	1.525596	0.042183	14.2	1.8	23.4
119	-0.183572	-0.183572	-0.335574	0.653030	0.793183	0.673381	1.529210	0.033946	2.7	1.5	10.3
120	-0.184282	-0.184282	-0.362272	1.653030	0.758169	1.365378	1.749927	0.052387	3.2	15.0	23.9
121	-0.185322	-0.185322	-0.352190	0.891237	0.784552	0.887410	1.558340	0.037661	3.3	9.1	21.7
122	-0.178427	-0.178427	-0.332870	1.891237	0.750279	0.915731	1.541446	0.036103	3.2	1.4	10.4
123	-0.182704	-0.182704	-0.341112	2.628743	0.726862	0.896790	1.433331	0.038677	3.3	1.3	11.3
124	-0.194372	-0.194372	-0.361600	1.876302	0.750769	0.772023	1.566341	0.038899	3.0	1.6	11.3
125	-0.180166	-0.180166	-0.329234	1.676581	0.757382	0.971089	1.833193	0.044291	3.3	1.7	10.2
126	-0.191672	-0.191672	-0.329549	0.970852	0.781710	0.987461	1.529661	0.042075	12.6	1.7	19.9
127	-0.189913	-0.189913	-0.340933	1.703572	0.756481	0.645006	1.622303	0.026696	3.5	1.8	12.6
128	-0.170573	-0.170573	-0.335690	0.941684	0.782749	0.638217	2.129948	0.037071	14.9	2.9	25.3
129	-0.170810	-0.170810	-0.336229	0.372045	0.803612	1.033596	1.363592	0.050028	6.1	2.4	15.8
130	-0.191878	-0.191878	-0.363587	1.213693	0.773164	0.628352	1.685564	0.033244	5.7	1.8	12.6
131	-0.184927	-0.184927	-0.345456	2.213677	0.739858	1.030842	2.004353	0.046753	15.1	1.4	21.7
132	-0.168049	-0.168049	-0.342181	3.201973	0.709646	1.188985	1.470775	0.050317	5.2	2.1	12.5
133	-0.171921	-0.171921	-0.334517	4.201965	0.681488	0.727265	2.100746	0.028756	10.4	2.1	19.7
134	-0.184023	-0.184023	-0.354291	4.049499	0.685635	0.588693	1.041462	0.032263	6.8	7.3	20.5
135	-0.189315	-0.189315	-0.346761	4.818203	0.665222	1.083015	1.320520	0.051442	7.4	1.9	15.0
136	-0.200520	-0.200520	-0.367777	4.063055	0.685265	0.784973	1.447719	0.055537	4.3	2.0	15.5
137	-0.176903	-0.176903	-0.335567	5.062929	0.658975	0.814077	1.932472	0.041443	8.8	1.8	17.8
138	-0.171255	-0.171255	-0.322468	6.055643	0.634796	1.346477	1.477710	0.051904	3.4	2.9	15.3
139	-0.183075	-0.183075	-0.361853	5.298174	0.653080	0.820953	2.014804	0.039967	18.8	2.0	26.8
140	-0.172456	-0.172456	-0.328014	6.298157	0.629157	0.459374	1.107122	0.033258	3.0	1.4	10.2
141	-0.175928	-0.175928	-0.335205	5.536255	0.647221	0.679128	1.794583	0.030523	6.5	1.5	13.5
142	-0.176226	-0.176226	-0.331395	4.813003	0.665356	0.716643	1.872407	0.030560	22.5	1.7	29.6
143	-0.183298	-0.183298	-0.344543	5.433864	0.649728	1.173985	2.305813	0.052985	3.2	1.9	10.2
144	-0.194294	-0.194294	-0.338332	6.422614	0.626301	0.815787	1.522070	0.033780	2.9	1.9	9.7
145	-0.172143	-0.172143	-0.307955	5.660695	0.644200	0.961144	2.017335	0.052004	12.5	12.0	30.6
146	-0.180538	-0.180538	-0.358895	4.925658	0.662464	0.602061	1.946396	0.024456	3.2	1.5	12.1
147	-0.163032	-0.163032	-0.331546	4.164429	0.682504	0.740331	2.212386	0.042293	2.9	1.6	9.2
148	-0.188533	-0.188533	-0.361632	3.436136	0.702845	1.176295	1.377476	0.060779	7.1	1.5	13.9
149	-0.195148	-0.195148	-0.348841	2.674218	0.725465	0.688313	1.568895	0.034944	2.8	1.7	9.9
150	-0.181989	-0.181989	-0.348078	3.674218	0.696064	0.707063	1.445614	0.038307	2.8	1.4	9.3
151	-0.190031	-0.190031	-0.341466	4.674216	0.668952	0.804659	1.254166	0.037018	7.5	1.5	15.2
152	-0.176182	-0.176182	-0.330050	3.912309	0.689411	1.150812	2.686099	0.054718	3.1	1.5	9.6
153	-0.178447	-0.178447	-0.337597	4.912309	0.662806	1.628586	2.198953	0.065349	8.2	2.0	15.4
154	-0.177845	-0.177845	-0.350742	4.150389	0.682885	0.534173	1.244863	0.028428	2.7	1.8	9.4
155	-0.185099	-0.185099	-0.346583	3.388469	0.704219	0.777549	1.483315	0.037906	3.0	7.9	16.2
156	-0.168654	-0.168654	-0.326891	2.670892	0.725567	0.912542	1.451296	0.041906	3.3	1.5	10.1
157	-0.180648	-0.180648	-0.334690	3.670891	0.696157	0.598314	1.832794	0.047057	10.0	1.5	16.7
158	-0.173261	-0.173261	-0.344170	4.670891	0.669039	0.814371	2.141690	0.040177	2.6	1.4	9.5
159	-0.175806	-0.175806	-0.333603	3.953589	0.688271	0.785329	1.606109	0.036136	2.6	1.6	9.0
160	-0.171718	-0.171718	-0.317195	3.264275	0.707824	0.935966	1.512935	0.046344	6.7	1.6	13.4
161	-0.178176	-0.178176	-0.347315	3.582900	0.698649	1.208893	1.850449	0.057174	2.8	1.6	11.7
162	-0.193763	-0.193763	-0.359491	2.820980	0.720996	0.670595	1.743264	0.030811	3.5	1.5	20.9
163	-0.177308	-0.177308	-0.345408	2.173839	0.741130	1.326502	1.639025	0.062902	2.8	1.4	9.5
164	-0.191870	-0.191870	-0.373899	1.411919	0.766325	0.769611	1.179861	0.042594	10.5	7.5	26.6
165	-0.179721	-0.179721	-0.354385	0.649999	0.793294	0.444676	1.410174	0.023370	2.9	1.4	11.6
166	-0.174518	-0.174518	-0.352419	0.000000	0.817849	0.732872	1.425485	0.029094	14.1	1.7	22.4
167	-0.184617	-0.184617	-0.374055	0.984340	0.781230	1.253339	1.403296	0.059388	2.9	1.5	9.8
168	-0.183023	-0.183023	-0.342040	1.983389	0.747271	0.816208	1.630849	0.043551	8.4	1.8	15.7
169	-0.191813	-0.191813	-0.374886	2.983389	0.716113	0.929367	1.020248	0.039069	3.3	1.6	10.6
170	-0.178556	-0.178556	-0.340777	2.778237	0.722292	0.948425	2.074133	0.044497	3.4	1.5	10.0
171	-0.180120	-0.180120	-0.357170	2.658635	0.725943	0.934871	1.408313	0.033637	14.4	1.6	23.5
172	-0.181487	-0.181487	-0.368952	1.896719	0.750100	1.260213	1.724602	0.054345	3.0	1.6	9.4
173	-0.178904	-0.178904	-0.357411	1.469421	0.764364	0.690967	1.635161	0.031505	3.2	1.9	10.3
174	-0.179301	-0.179301	-0.329697	2.433716	0.732911	0.823451	1.649135	0.035501	14.0	2.6	23.8
175	-0.180279	-0.180279	-0.341427	1.671824	0.757540	0.775349	0.880309	0.042122	2.7	1.4	11.3
176	-0.187580	-0.187580	-0.374248	0.909915	0.783884	1.116397	0.838000	0.041168	3.8	7.1	18.0
177	-0.168292	-0.168292	-0.326392	0.147995	0.812125	0.772030	1.714811	0.031727	3.1	2.0	10.3
178	-0.176745	-0.176745	-0.347279	0.000000	0.817849	0.717395	1.280327	0.039621	2.8	1.4	9.4
179	-0.179615	-0.179615	-0.364327	0.997137	0.780775	0.964465	1.603359	0.044547	8.8	1.5	15.5
180	-0.182141	-0.182141	-0.367533	0.235238	0.808789	0.932388	1.820391	0.036018	3.3	1.5	10.1
181	-0.169220	-0.169220	-0.336984	0.000000	0.817849	1.020236	2.818271	0.056127	6.2	1.5	13.2
182	-0.185064	-0.185064	-0.354055	0.964058	0.781951	1.051559	1.129414	0.041644	2.6	1.5	9.4
183	-0.181881	-0.181881	-0.352016	0.202151	0.810051	0.560096	1.196810	0.023361	11.9	1.7	18.7
184	-0.165372	-0.165372	-0.332667	1.202144	0.773566	0.991132	1.238482	0.048730	2.8	1.4	7.2
185	-0.191568	-0.191568	-0.378804	0.440231	0.801056	0.556662	0.996943	0.030080	3.1	1.7	10.0
186	-0.176206	-0.176206	-0.357788	0.000000	0.817849	0.696613	1.082537	0.037675	8.8	3.3	17.7
187	-0.176524	-0.176524	-0.332919	0.000000	0.817849	1.222755	1.881588	0.049391	2.6	1.5	9.5
188	-0.193874	-0.193874	-0.364700	0.645408	0.793463	0.769680	2.075300	0.039423	13.8	2.3	21.4
189	-0.181054	-0.181054	-0.346225	0.000000	0.817849	1.002559	1.694678	0.042122	13.4	1.7	20.9
190	-0.168556	-0.168556	-0.343728	1.000000	0.780674	0.648208	1.656097	0.026065	2.7	1.9	8.1
191	-0.178879	-0.178879	-0.352378	0.262430	0.807755	0.798729	1.087234	0.032737	3.0	1.7	9.9
192	-0.183768	-0.183768	-0.356787	1.245944	0.772043	0.629791	1.648617	0.024548	6.4	1.4	13.2
193	-0.178503	-0.178503	-0.328746	1.892789	0.750229	0.708408	1.483751	0.040683	2.8	1.6	9.3
194	-0.177256	-0.177256	-0.355982	2.885513	0.719048	0.779431	1.542402	0.033996	9.2	2.0	16.2
195	-0.174942	-0.174942	-0.337553	3.885513	0.690154	1.097725	1.607927	0.043842	2.5	1.8	8.7
196	-0.186408	-0.186408	-0.347173	4.885513	0.663492	0.795343	1.288687	0.036448	2.8	1.7	11.5
197	-0.175656	-0.175656	-0.348891	5.883166	0.638869	0.858300	1.672091	0.044725	5.2	1.8	12.0
198	-0.195639	-0.195639	-0.351880	6.270988	0.629784	0.642024	1.498609	0.033588	2.6	1.6	11.6
199	-0.182931	-0.182931	-0.366597	5.509069	0.647885	1.184829	1.020666	0.053291	8.1	2.0	14.8
200	-0.177883	-0.177883	-0.347080	6.509054	0.624334	1.487996	1.218423	0.064111	2.9	1.8	9.9
201	-0.182672	-0.182672	-0.331461	5.747134	0.642118	1.105334	1.380711	0.046536	11.3	3.0	21.9
202	-0.179206	-0.179206	-0.346292	6.747035	0.618979	0.440297	1.556734	0.022553	4.3	3.3	12.7
203	-0.185048	-0.185048	-0.327506	5.985682	0.636442	1.027567	1.558843	0.046439	3.9	10.4	27.1
204	-0.182416	-0.182416	-0.333146	5.227444	0.654842	1.086940	1.685644	0.056472	6.0	2.0	13.5
205	-0.171165	-0.171165	-0.332288	4.465533	0.674434	0.615990	1.668988	0.024655	3.6	2.1	12.1
206	-0.189449	-0.189449	-0.368685	3.703658	0.695234	0.664785	1.216890	0.030707	3.4	9.6	21.2
207	-0.186118	-0.186118	-0.339078	2.962668	0.716733	1.218565	2.141534	0.052117	13.1	2.3	22.8
208	-0.178038	-0.178038	-0.321272	2.200750	0.740270	0.557223	1.911197	0.024449	3.0	2.0	10.1
209	-0.177184	-0.177184	-0.347849	1.453975	0.764890	0.802359	1.621128	0.036256	3.1	2.0	10.5
210	-0.187843	-0.187843	-0.357113	0.692279	0.791748	0.727814	1.841468	0.035390	21.7	2.0	30.7
211	-0.185671	-0.185671	-0.359165	0.000000	0.817849	1.088371	1.417698	0.049530	3.6	1.8	12.0
212	-0.170736	-0.170736	-0.334834	0.000000	0.817849	1.364771	1.300444	0.052473	3.4	1.7	10.7
213	-0.209296	-0.209296	-0.375327	0.000000	0.817849	0.639977	1.613068	0.030554	22.7	3.5	31.7
214	-0.174900	-0.174900	-0.322984	0.981747	0.781322	1.005752	1.581059	0.048573	3.9	2.4	11.6
215	-0.191217	-0.191217	-0.376764	1.018380	0.780022	0.649963	1.049752	0.029909	3.0	2.0	10.6
216	-0.198293	-0.198293	-0.343223	0.897323	0.784334	1.075595	2.173232	0.044767	3.6	2.0	11.1
217	-0.183022	-0.183022	-0.341000	0.151056	0.812008	0.826905	1.334780	0.043673	15.4	1.9	32.3
218	-0.201586	-0.201586	-0.370976	0.000000	0.817849	0.507828	1.552763	0.025591	3.5	1.8	10.5
219	-0.198040	-0.198040	-0.352336	0.999521	0.780691	0.845548	1.616886	0.041831	3.0	1.8	10.4
220	-0.186380	-0.186380	-0.351614	1.986805	0.747160	0.614538	1.735955	0.026589	3.4	23.1	33.5
221	-0.183782	-0.183782	-0.335564	1.275683	0.771012	0.918885	2.660204	0.035732	3.5	2.0	10.7
222	-0.195314	-0.195314	-0.359828	2.215384	0.739804	0.893898	1.850573	0.038923	5.6	1.9	12.8
223	-0.181302	-0.181302	-0.342214	3.215364	0.709253	0.512349	1.501301	0.023406	11.8	1.5	19.4
224	-0.191194	-0.191194	-0.372976	3.463270	0.702066	0.770824	1.387474	0.036999	3.2	1.7	13.4
225	-0.190996	-0.190996	-0.338954	2.867250	0.719598	0.820195	1.289903	0.032627	11.4	13.1	29.8
226	-0.181896	-0.181896	-0.344353	2.374040	0.734782	0.729063	1.254681	0.028567	3.0	6.0	16.5
227	-0.194108	-0.194108	-0.332694	3.268856	0.707690	0.856471	1.624502	0.040879	2.8	2.1	10.4
228	-0.184598	-0.184598	-0.362883	2.608322	0.727490	0.838330	2.070663	0.037802	4.3	1.7	11.3
229	-0.192831	-0.192831	-0.363983	1.846751	0.751740	1.304191	1.762615	0.056165	2.9	2.1	10.4
230	-0.188211	-0.188211	-0.337010	1.084831	0.777675	0.936486	1.850750	0.039407	3.1	2.1	12.7
231	-0.178493	-0.178493	-0.326007	0.821089	0.787075	1.165033	1.854808	0.048849	16.2	2.1	28.8
232	-0.180526	-0.180526	-0.341830	1.821089	0.752586	1.316371	1.678409	0.051603	2.9	2.3	12.7
233	-0.185525	-0.185525	-0.365029	2.821089	0.720992	0.752562	1.084621	0.039886	2.7	1.5	9.6
234	-0.186660	-0.186660	-0.350741	3.821089	0.691945	0.868218	1.905054	0.037688	7.6	1.5	15.9
235	-0.185116	-0.185116	-0.361916	3.135745	0.711593	1.242618	1.444410	0.054514	2.7	1.5	11.5
236	-0.191352	-0.191352	-0.333713	4.135745	0.683283	0.879106	1.607955	0.035346	19.1	1.7	25.9
237	-0.183503	-0.183503	-0.328853	3.373825	0.704642	0.892804	1.494661	0.048727	2.7	1.6	9.5
238	-0.176760	-0.176760	-0.329312	2.611905	0.727380	1.159525	2.584650	0.050368	3.1	1.7	10.0
239	-0.189202	-0.189202	-0.335259	1.849985	0.751634	0.863170	1.536309	0.050123	10.8	6.1	25.7
240	-0.182697	-0.182697	-0.345530	1.851660	0.751579	0.925425	1.827998	0.048128	2.6	1.5	11.3
241	-0.185136	-0.185136	-0.337864	2.851511	0.720073	0.705367	1.691031	0.035468	2.6	1.4	9.0
